id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3686,Vita's Hideaway,4645,Vita,,Historic Anacostia,38.86339,-76.98889,Private room,55,2,76,2021-08-09,0.86,1,274,4,
3943,Historic Rowhouse Near Monuments,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91195,-77.00456,Private room,71,2,434,2021-09-11,3.21,2,315,5,
4529,Bertina's  House Part One,5803,Bertina'S House,,"Eastland Gardens, Kenilworth",38.90585,-76.94469,Private room,54,30,102,2019-07-05,1.20,1,179,0,
4967,"DC, Near Metro",7086,Seveer,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91409,-76.99368,Private room,99,2,31,2016-09-22,0.27,3,123,0,
5589,Cozy apt in Adams Morgan,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91887,-77.04008,Entire home/apt,99,5,95,2020-03-05,0.70,2,153,0,
7103,"Best of Washington - Great neighborhood, parking",17633,Charlotte,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91988,-77.09796,Entire home/apt,68,6,91,2021-08-28,1.38,49,167,3,
9097,Adams Morgan Charm,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91966,-77.04306,Private room,42,2,112,2019-10-30,0.80,2,0,0,
9641,Sophisticated Logan Circle Loft,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.90927,-77.03471,Entire home/apt,195,2,156,2021-09-07,2.04,2,44,3,
11785,Sanctuary near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92622,-77.07591,Entire home/apt,125,1,403,2021-08-01,3.02,4,351,12,
12442,Peaches & Cream near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92744,-77.07496,Private room,60,1,100,2021-06-13,1.37,4,359,6,
13744,"Heart of the City -HalfBlock to METRO, Restaurants",53927,Victoria,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92836,-77.03136,Entire home/apt,125,4,28,2021-08-25,0.52,1,151,3,
14218,Quiet Comfort near Nat'l Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92668,-77.07686,Private room,61,1,95,2021-08-01,1.23,4,363,3,
14570,Downtown Spacious Bedroom & Private Bath,56646,Serge,,"Shaw, Logan Circle",38.90595,-77.02564,Private room,90,3,554,2019-07-29,3.98,1,39,0,
16684,Capitol Hill Guest Suite,64814,Matt+Jean,,"Union Station, Stanton Park, Kingman Park",38.89866,-77.00179,Entire home/apt,95,14,174,2021-05-22,1.75,1,322,4,
17131,The Loft near National Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92644,-77.07646,Private room,60,1,85,2021-06-20,1.02,4,285,3,
22453,Elegant Logan Circle Loft Share,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.90933,-77.03484,Shared room,90,2,102,2021-07-14,1.33,2,86,5,
24712,"Relaxing, Spacious, Private, Walkable in Petworth!",100727,Capital Vacation,,"Brightwood Park, Crestwood, Petworth",38.94771,-77.02368,Entire home/apt,225,4,132,2021-09-08,1.55,2,339,17,
25243,The Smithsonian Vacation House,104340,Wavely,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88107,-77.01891,Entire home/apt,379,1,26,2021-06-14,0.44,2,344,2,
32087,American Guest House - Room 301,138459,Lucia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91766,-77.04598,Private room,148,1,15,2020-03-04,0.18,12,323,0,
52092,People's Place 2- Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90879,-77.02403,Entire home/apt,62,10,187,2021-08-31,1.84,2,344,2,
54112,"Luxury DC Apt. Downtown, Logan Circle, 14th Street",253258,Daryl,,"Dupont Circle, Connecticut Avenue/K Street",38.91234,-77.03482,Entire home/apt,195,3,156,2020-12-02,2.14,1,347,2,
62122,"STUDIO SUITE IN THE TREE TOPS:ADAMS MORGAN,WOODLEY",301975,Sarah (And JT),,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92238,-77.04709,Private room,85,5,106,2021-08-24,1.32,1,263,5,
65024,"Nice looking large room on Rhodeisland avenue, nw",315148,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91717,-77.0085,Private room,35,5,9,2021-08-20,0.43,32,280,1,
67483,Charming B & B in Columbia Heights,332901,Chris And Shawanda,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.934628,-77.029839,Entire home/apt,99,30,156,2021-06-30,2.18,1,364,1,
72454,"Spacious, Relaxing, 4 Bd 3.5 Ba Home In Petworth!",100727,Capital Vacation,,"Brightwood Park, Crestwood, Petworth",38.94684,-77.02294,Entire home/apt,210,4,196,2021-07-11,3.29,2,330,30,
78264,Room for 2 with private bathroom,420345,Caterina & Francesco,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91573,-77.00721,Private room,66,1,35,2019-09-14,0.37,1,350,0,
79866,"DC, Near Metro III",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90493,-76.98643,Private room,99,2,10,2016-08-27,0.10,3,251,0,
79867,"DC, Near Metro II",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90618,-76.98498,Private room,99,2,10,2016-09-30,0.13,3,251,0,
93551,Upscale Master Close to Everything,481929,Chris,,"Shaw, Logan Circle",38.91235,-77.01873,Private room,80,3,99,2019-09-25,1.28,4,290,0,
107801,Heart of D.C. near Union Station!!,445901,DeeDee,,"Union Station, Stanton Park, Kingman Park",38.89768,-76.97113,Entire home/apt,140,2,13,2017-08-09,0.17,1,105,0,
116951,Upscale Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91702,-77.01617,Private room,67,10,80,2019-10-04,0.64,4,351,0,
150109,Great apartment in perfect location,723470,Steffanie,,"Dupont Circle, Connecticut Avenue/K Street",38.91525,-77.04001,Entire home/apt,135,5,30,2021-01-23,0.25,1,92,1,
153545,Guest Room 3 miles to the White House,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94286,-77.04417,Private room,59,30,37,2021-08-14,0.32,5,352,2,
155859,~Upper North West GuestNest DC,745305,Larry And Paulette,,"Takoma, Brightwood, Manor Park",38.96628,-77.0309,Private room,64,4,130,2019-10-28,1.93,2,66,0,
160148,"Dupont room; TemPurpedic bed, 3 min 2 metro",767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Private room,309,30,2,2015-05-20,0.02,5,365,0,
161913,X-tra large suite;3 min Wlk 2 Metro,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91296,-77.04639,Private room,99,30,5,2015-08-10,0.06,5,365,0,
161922,Dupont 2-level Apt in 4-story historic townhouse,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91296,-77.04639,Entire home/apt,149,60,1,2019-05-13,0.03,5,364,0,
164069,Historic Rowhouse Near Monuments 2,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91366,-77.00803,Private room,32,21,196,2021-08-03,1.74,2,108,1,
174808,Historic American Four Square,835242,Jeffrey,,Historic Anacostia,38.86432,-76.98749,Private room,75,2,37,2021-08-31,0.91,1,179,4,
175581,Entire 1BR Capitol Hill Apartment!,839218,Molly,,"Capitol Hill, Lincoln Park",38.87859,-76.98519,Entire home/apt,162,4,124,2019-08-24,1.14,1,0,0,
175608,People's Place  - Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90831,-77.02364,Entire home/apt,62,10,186,2021-08-22,2.60,2,364,3,
178395,"Spare Room for Washington,DC Visit or entire house",852801,Allison,,"Takoma, Brightwood, Manor Park",38.96234,-77.01735,Private room,399,1,0,,,2,365,0,
195344,New Luxury Downtown Private Apt.,949856,Nat,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90007,-77.01605,Entire home/apt,149,2,388,2020-09-11,4.08,1,323,0,
196429,"Takoma Garden apt-Lush yard,pets ok",956417,Julia,,"Takoma, Brightwood, Manor Park",38.96923,-77.02041,Entire home/apt,125,2,6,2020-09-30,0.06,1,364,1,
198685,Large room in central location,966613,Robin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93404,-77.01488,Private room,45,1,133,2021-06-05,1.17,3,323,1,
201116,Victorian Haven - Private Basement!,983611,Reed,,"Takoma, Brightwood, Manor Park",38.97474,-77.01997,Entire home/apt,90,1,190,2021-07-28,1.88,1,347,21,
204741,1-Suburbia in the City--Best Value!!!,1005751,Denise,,"Congress Heights, Bellevue, Washington Highlands",38.82771,-76.99404,Private room,29,90,114,2020-06-01,1.04,2,0,0,
205809,Modern home NW DC steps from bus,1012315,Elizabeth,,"Brightwood Park, Crestwood, Petworth",38.9581,-77.02271,Entire home/apt,199,4,14,2019-06-11,5.19,1,341,1,
211986,xtra-large suite in Dupont-- 3 min walk to metro,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Private room,269,30,5,2015-07-10,0.06,5,365,0,
223203,ROOM FOR RENT IN A NICE AREA OF DC,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,6,2019-08-23,0.05,4,0,0,
223922,Private  Retreat. Apartment in DC,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94363,-77.04562,Entire home/apt,119,1,135,2021-09-16,1.21,5,0,15,
251611,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,1,2019-03-10,0.03,4,0,0,
251615,NICE HOUSE IN A VERY NICE NEIGHBORHOOD,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,5,2019-05-24,0.18,4,0,0,
251619,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,8,2019-08-17,0.08,4,0,0,
252300,"Private Bath, Metro, Capitol@3miles",1323933,Neida,,"Sheridan, Barry Farm, Buena Vista",38.85826,-76.98881,Private room,71,5,9,2021-06-30,0.11,2,352,1,
262629,Guest bedroom and private bath.,36646,Ellen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96703,-77.00426,Private room,58,30,34,2021-06-26,0.32,1,279,2,
284165,Entire Two Floor Carriage House,783034,Ethan,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91431,-77.01756,Entire home/apt,115,10,76,2021-07-10,0.90,2,17,7,
286083,Boutique penthouse near everything,62739,Amos,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93107,-77.03885,Entire home/apt,197,1,72,2021-05-16,0.62,1,362,2,
290001,Cozy Rowhouse Near Logan Circle,1505235,Jane,,"Shaw, Logan Circle",38.90968,-77.02747,Entire home/apt,180,2,137,2021-07-17,1.25,1,139,3,
296196,Charming Dupont English Basement,1528235,Frank,,"Dupont Circle, Connecticut Avenue/K Street",38.9146,-77.03602,Entire home/apt,149,3,59,2020-02-16,0.60,1,199,0,
298346,Sunny Spacious 1 Bdrm+Study Garden Apt,743745,Louisa,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.925,-77.10011,Entire home/apt,125,7,6,2021-06-14,0.11,1,0,4,
299030,Red Room - Washington 1-2/p Bedroom near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9806,-77.03084,Private room,85,1,19,2019-06-30,0.25,2,259,0,
303694,"Private DC Suite, Spacious + Modern",110003,Nick And Lylie,,"Brightwood Park, Crestwood, Petworth",38.94226,-77.01665,Entire home/apt,84,3,140,2019-10-28,1.30,1,0,0,
303723,"Modern Private English Unit, Great Location",1563230,Gennet,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91662,-77.02539,Entire home/apt,130,2,173,2020-03-12,2.71,1,0,0,
305783,Hb baño privado 3mi Capitol y metro,1323933,Neida,,"Sheridan, Barry Farm, Buena Vista",38.8562,-76.98741,Private room,72,7,2,2018-08-25,0.02,2,365,0,
306465,Dupont Apt w/character;3-min walk metro!,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Entire home/apt,104,60,15,2019-04-06,0.13,5,170,0,
313405,Blue Room - Washington 1-2p Bedroom Near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.98052,-77.02992,Private room,80,1,7,2019-07-02,0.06,2,260,0,
315140,Penn Quarter Studio Apartment,1618591,Tolu,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89792,-77.0225,Entire home/apt,180,5,17,2021-05-31,0.16,2,189,2,
322610,Capitol Hill - Union Station,1651634,Lois,,"Union Station, Stanton Park, Kingman Park",38.89994,-77.00106,Entire home/apt,125,5,0,,,2,365,0,
322611,"Capitol Hill, Union Station-huge",1651634,Lois,,"Union Station, Stanton Park, Kingman Park",38.89966,-76.99946,Entire home/apt,129,30,1,2019-09-20,0.04,2,364,0,
326938,Georgetown's Chateau Bleu - Prv Rm1,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91642,-77.0706,Private room,139,3,23,2019-06-12,0.23,4,365,0,
339208,METRO ACCESSIBLE TWO BEDROOM APT,1722407,Wayne,,"Capitol View, Marshall Heights, Benning Heights",38.89094,-76.93638,Entire home/apt,75,4,123,2021-07-04,1.20,1,339,7,
355527,Steps for US Capitol .. Library of Congress,1096793,Marina,,"Capitol Hill, Lincoln Park",38.88513,-77.00384,Entire home/apt,149,2,134,2021-08-11,1.21,1,107,2,
382111,Capitol Hill Historic District Apt!,1907809,Micha,,"Capitol Hill, Lincoln Park",38.89,-76.99466,Entire home/apt,150,3,250,2021-08-23,2.52,1,0,12,
407014,"DC Apartment near White House, Mall",29711,The Remuzzi Brothers,,"Shaw, Logan Circle",38.911,-77.02074,Entire home/apt,111,2,424,2021-08-14,4.16,1,259,17,
409582,1-br Capitol Hill apartment (Eastern Market),2038963,Kelly,,"Capitol Hill, Lincoln Park",38.88306,-76.99497,Entire home/apt,60,3,527,2021-08-15,4.77,1,60,11,
427825,Bloomingdale Victorian Row-house,1618591,Tolu,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92006,-77.01438,Entire home/apt,110,10,19,2021-08-14,0.33,2,124,2,
437005,"The Buddha behind the ""Blue Door""",2170422,Greta,,Historic Anacostia,38.86124,-76.98865,Private room,60,2,104,2021-09-06,1.42,2,334,1,
446147,2 Level Modern Condo in City Center,2215579,Vijay,,"Shaw, Logan Circle",38.9059,-77.0292,Entire home/apt,99,150,0,,,1,17,0,
453159,1 block to metro-Capitol Hill Garden flat,40168,Crystal,,"Capitol Hill, Lincoln Park",38.87772,-76.985,Entire home/apt,161,4,295,2021-09-05,3.14,1,267,16,
453315,Efficiency suite in Capitol Hill,2252538,Adam And Jen,,"Union Station, Stanton Park, Kingman Park",38.89538,-76.98648,Entire home/apt,104,2,834,2021-08-30,7.62,1,355,4,
501809,Upstair Private Close to Everything,481929,Chris,,"Shaw, Logan Circle",38.91255,-77.01999,Private room,73,2,31,2020-09-20,0.31,4,350,1,
525672,Capitol Hill walk to US Capitol & 1 blk to Metro,2583808,Desiree,,"Capitol Hill, Lincoln Park",38.88183,-76.98911,Entire home/apt,129,2,253,2021-07-11,2.61,2,1,37,
542144,Ground floor apartment by Eastern Market metro,2666087,Rhea,,"Capitol Hill, Lincoln Park",38.88745,-76.99293,Entire home/apt,145,1,29,2020-07-24,0.31,1,0,0,
556729,Large sunny BR close to downtown,966613,Robin,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92991,-77.01911,Private room,50,1,130,2021-05-25,1.52,3,334,1,
560341,Business Economy Room-DC Best Value,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94314,-77.04345,Private room,59,30,22,2014-05-08,0.22,5,259,0,
561697,Spacious Downtown DC Apartment,2761762,Russell,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91101,-77.00776,Entire home/apt,69,2,324,2021-04-20,3.16,2,9,12,
563607,Boutique Dupont Apartment with in unit W/D,2771266,Shafiq,,"Dupont Circle, Connecticut Avenue/K Street",38.91564,-77.03796,Entire home/apt,65,1,6,2021-05-19,0.09,1,0,5,
583236,Grand House in the Heart of Washington DC,345318,Joi,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93487,-77.0647,Entire home/apt,646,5,18,2019-12-30,0.48,1,15,0,
594394,Lovely upstairs room in Georgetown!,2935817,Kirby,,"Georgetown, Burleith/Hillandale",38.91391,-77.07467,Private room,65,120,36,2018-05-19,0.47,3,365,0,
610655,Beautiful Condo In NW Washington DC,3027744,Deon,,"Brightwood Park, Crestwood, Petworth",38.95792,-77.02189,Entire home/apt,89,2,155,2019-04-18,1.49,1,0,0,
626868,"Cooper Circle Apt.  Walk to Metro, Shaw, U St.",3111772,Austin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91492,-77.01724,Entire home/apt,95,2,98,2021-08-15,1.49,4,343,13,
627758,Georgetown's Chateau Bleu - 2lv hse,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.9164,-77.06898,Entire home/apt,299,3,11,2018-10-30,0.11,4,365,0,
630062,"Large House, Parking, Walk to Metro",3111772,Austin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91465,-77.01667,Entire home/apt,320,2,79,2021-08-30,1.57,4,321,2,
638604,Georgetown's Chateau Bleu - BsmtApt,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91498,-77.07086,Entire home/apt,159,3,5,2016-06-26,0.06,4,365,0,
647080,Row House Near Capitol on Maryland Avenue,3221627,Drury,,"Union Station, Stanton Park, Kingman Park",38.89248,-77.00283,Entire home/apt,300,4,78,2021-08-08,0.77,2,155,4,
654835,Georgetown's Chateau Bleu - Prv Rm2,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91638,-77.07053,Private room,139,3,10,2018-07-29,0.25,4,365,0,
660514,"Master Suite- Private Deck, Whirlpool bath",2231801,Juanita,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92544,-77.02738,Private room,45,30,5,2019-04-19,0.15,2,143,0,
669941,"Adorable, Spacious, Steps to Metro",3393172,Roya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92934,-77.03088,Entire home/apt,81,28,243,2021-01-17,2.43,2,0,2,
688914,Master BR and Bath in Sunny TH,3517743,Kanita,,"Douglas, Shipley Terrace",38.85045,-76.97992,Private room,150,2,4,2021-04-30,0.15,5,281,3,
694383,Beautiful apart_ Cathedral area,1730861,Frances,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.9289,-77.08415,Entire home/apt,135,2,4,2013-08-20,0.04,1,1,0,
713529,03. The perfect Baseball fans hangout,3672670,Dennis,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87182,-77.01231,Private room,70,1,554,2021-09-13,5.89,15,173,34,
722114,Cool Columbia Heights Garden Apt.,1565502,Joel,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9237,-77.0271,Entire home/apt,97,5,496,2021-09-02,5.84,1,0,13,
748316,Cozy Cabin in the City on Cap Hill,1399272,Ken,,"Union Station, Stanton Park, Kingman Park",38.89532,-76.98873,Entire home/apt,125,2,666,2021-08-15,6.48,1,303,8,
763569,Romantic Studio in Perfect Location,738459,Natasha,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93624,-77.05813,Entire home/apt,70,90,17,2020-03-22,0.29,5,286,0,
782970,PRO CLEANED! 1 bedroom apt in historic Mt Pleasant,3300249,Banafsheh,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93432,-77.0418,Entire home/apt,130,5,6,2019-11-01,0.10,1,0,0,
800076,Cozy English Basement with Private Patio,3885360,Too,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91545,-77.0305,Entire home/apt,116,1,186,2021-08-30,1.89,1,355,11,
808830,Cozy comfort and convenience in DC,3765717,Jane,,"Cathedral Heights, McLean Gardens, Glover Park",38.92087,-77.07631,Private room,110,1,335,2021-08-30,3.39,1,344,5,
820108,Elegant 1BR 6mins From Whitehouse,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92747,-77.03845,Entire home/apt,195,60,47,2017-08-06,0.50,5,0,0,
825969,3 BR/2.5BA House near US Capitol,5795,Gracia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91424,-77.00026,Entire home/apt,500,2,10,2018-04-23,0.16,2,364,0,
826087,2BR basement Apt near Union Station,5795,Gracia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91344,-77.00065,Entire home/apt,52,2,274,2021-08-15,3.56,2,174,16,
828497,"Private floor or whole house, free pkg, Metro",3825475,Sheri,,"Friendship Heights, American University Park, Tenleytown",38.94291,-77.07173,Private room,150,3,82,2021-08-26,10.38,1,113,5,
841234,"Lovely room on 2nd street, nw dc",315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91767,-77.01549,Private room,35,28,15,2021-07-03,0.25,32,351,2,
841260,Metro Style Living in Washington DC,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93741,-77.02488,Private room,39,28,14,2021-04-24,0.21,32,72,2,
842418,Luxury Penthouse in the heart of DC!,2236092,Kristi,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89918,-77.01643,Entire home/apt,195,3,47,2021-08-29,0.44,1,52,11,
851813,1 Br 1.5 bathroom on Capitol Hill,4447146,Kelli,,"Capitol Hill, Lincoln Park",38.88314,-76.98304,Entire home/apt,115,5,31,2015-12-23,0.30,1,145,0,
860336,Luxury Spacious Master Suite RoofDeck in Dupont,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90826,-77.0467,Private room,77,1,409,2021-09-13,4.06,4,151,6,
860776,Gorgeous cozy room available in the heart of DC,315148,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91912,-77.01369,Private room,28,28,15,2021-09-04,1.03,32,315,2,
861775,Private BR Shared Bath Sunny TH - B,3517743,Kanita,,"Douglas, Shipley Terrace",38.8491,-76.97982,Private room,65,2,19,2019-11-07,0.77,5,287,0,
865732,Gorgeous Inauguration Rental,57867,Summer,,"Capitol Hill, Lincoln Park",38.89149,-76.98959,Entire home/apt,2000,4,0,,,1,365,0,
871825,Prime location on Capitol Hill,4597024,Rich And Betsy,,"Capitol Hill, Lincoln Park",38.88471,-77.00295,Entire home/apt,120,3,18,2021-06-28,0.20,1,78,3,
873182,Spacious English Basement Apt w/ Natural Sunlight!,4608059,Joy,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95345,-76.99504,Entire home/apt,100,1,31,2021-08-10,1.42,1,261,4,
883653,Green Historic Mt. Pleasant House,1541121,Asa & Andrea,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9356,-77.04468,Entire home/apt,300,3,30,2021-08-28,0.34,1,0,4,
886283,Tenleytown/AU Park Basement Apt.,4698675,Katy,,"Friendship Heights, American University Park, Tenleytown",38.94663,-77.09255,Entire home/apt,100,30,52,2021-03-31,0.96,1,152,2,
887461,Cozy room right next to the petworth metro station,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93788,-77.02313,Private room,39,28,12,2021-03-29,0.16,32,343,2,
888029,PERFECT ROOM FOR INTERNS OR STUDENTS,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93656,-77.02377,Private room,35,28,12,2020-10-16,0.15,32,109,1,
889302,Sanctuary in the Capital,4717941,Joe,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91902,-77.04261,Entire home/apt,99,2,108,2021-08-23,1.10,1,0,11,
891852,"The Rock Creek Cozy, One Bedroom",116599,Sahr,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93689,-77.02062,Entire home/apt,164,4,59,2021-06-27,0.64,1,365,1,
892183,SPECTACULAR VICTORIAN HOME IN LOGAN CIRCLE!,4280278,Sara,,"Shaw, Logan Circle",38.90746,-77.02716,Entire home/apt,500,3,176,2021-08-30,3.34,4,311,9,
893529,Chic and in the City Room,4752493,Kristie,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91223,-77.01067,Private room,350,1,1,2013-06-15,0.01,1,365,0,
898543,welcome to foggy bottom - on metro!,4795247,Diana,,"West End, Foggy Bottom, GWU",38.89961,-77.05293,Entire home/apt,210,5,164,2021-08-26,2.21,3,235,6,
898544,welcome to the heart of washington,4795247,Diana,,"West End, Foggy Bottom, GWU",38.89879,-77.05287,Entire home/apt,188,3,116,2021-08-28,2.05,3,284,14,
900225,The MONROE: 2 bdrm house BROOKLAND Arts District,3725621,Rosie & Donald,,"Brookland, Brentwood, Langdon",38.93268,-76.98863,Entire home/apt,100,3,39,2021-08-28,1.02,3,35,12,
902573,Primo Live-In Office Near Downtown,481929,Chris,,"Shaw, Logan Circle",38.91066,-77.02191,Private room,72,5,23,2016-11-16,0.38,4,345,0,
945426,1BR Suite in the Heart of Things,5121445,Rose,,"Friendship Heights, American University Park, Tenleytown",38.9604,-77.08253,Private room,92,2,339,2021-08-08,4.31,1,347,19,
953928,Furnished English Basement - D.C.,5166150,A.J.,,"Takoma, Brightwood, Manor Park",38.9654,-77.02843,Entire home/apt,50,14,5,2017-12-24,0.05,1,335,0,
997859,Upscale+DuPont+PRIVATE Entry+KING+DRIVEWAY Option!,1662757,Gloria,,"Dupont Circle, Connecticut Avenue/K Street",38.91315,-77.04173,Entire home/apt,263,2,78,2021-08-11,0.90,4,319,11,
1003792,SPECTACULAR HOME CAPITOL HILL!,4280278,Sara,,"Union Station, Stanton Park, Kingman Park",38.89424,-76.98891,Entire home/apt,500,30,55,2019-10-28,0.83,4,164,0,
1011352,Dupont Row-House Apt. 3 Min. Walk To Dupont Metro!,505796,Sunshine,,"Dupont Circle, Connecticut Avenue/K Street",38.91104,-77.03763,Entire home/apt,75,30,69,2021-04-14,0.87,2,309,3,
1026034,Perfect studio in VERY central DC - renovated!,2070536,Joel,,"Shaw, Logan Circle",38.90902,-77.03318,Entire home/apt,117,2,331,2021-07-24,3.34,1,330,17,
1048410,Spacious studio w rear deck near Rock Creek Park,5771803,Anneliese,,"Brightwood Park, Crestwood, Petworth",38.95132,-77.02831,Entire home/apt,100,3,50,2017-07-16,0.69,1,21,0,
1062050,Close to everything corporate rental-6 months min,5846635,Adrienne,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87602,-77.02025,Entire home/apt,131,3,46,2021-08-31,0.49,1,76,7,
1083336,Beautiful Renovated Rowhome in DC,5956393,Kyle,,"Brightwood Park, Crestwood, Petworth",38.94995,-77.02011,Entire home/apt,286,25,321,2021-07-26,3.70,2,355,1,
1092713,Heart DuPont - Deluxe 1BR/1BA/Kitchen/Opt Parking,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.9086,-77.04841,Entire home/apt,104,1,361,2021-09-12,7.58,4,152,29,
1106738,Entire home/apt in Washington,6076215,Mark,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92275,-77.04161,Entire home/apt,120,180,0,,,1,0,0,
