id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13769503,Walk to the National Mall and baseball stadium!,24910711,Douglas,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87628,-77.01527,Entire home/apt,139,3,3,2016-10-09,0.05,1,0,0,
13779343,Capitol Hill Suite-Free Pkg-Steps to Metro & More,67823234,Tim,,"Capitol Hill, Lincoln Park",38.88603,-76.99845,Entire home/apt,147,1,311,2021-09-06,5.02,1,7,59,
13785774,Art gallery  and Luxery ROOMS in Capital HILL,80972218,Nihal KECECI,,"Union Station, Stanton Park, Kingman Park",38.90268,-77.00249,Private room,210,2,0,,,1,0,0,
13802298,Private apartment near Brookland,31178634,Jamie,,"Woodridge, Fort Lincoln, Gateway",38.9397,-76.97796,Private room,45,50,15,2019-08-14,0.24,1,0,0,
13802779,"Modern, Comfortable Apartment on Capitol Hill",58214542,Lauren And Chris,,"Union Station, Stanton Park, Kingman Park",38.89353,-76.99784,Entire home/apt,132,2,312,2021-08-15,5.22,1,145,33,
13809783,#2 Coolest Neighborhood in the World - Forbes Mag,74518047,Lillian Anita,,"Near Southeast, Navy Yard",38.87856,-77.00041,Private room,76,2,27,2020-02-29,0.63,2,323,0,
13812748,Cozy Bedroom Near Downtown and Convention Center,19239896,Naomi,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90479,-77.02062,Private room,63,1,19,2017-05-10,0.31,1,0,0,
13825357,Spacious 1Br Apartment in the Heart of Petworth,78868158,Nick,,"Brightwood Park, Crestwood, Petworth",38.94319,-77.02702,Entire home/apt,90,2,9,2017-01-23,0.15,1,0,0,
13845151,Stylish and Attractive,81725187,Mark,,"Union Station, Stanton Park, Kingman Park",38.90763,-77.00306,Private room,98,1,324,2021-09-12,5.84,2,50,21,
13853404,A Petite Elegance,81822679,Young,,"Dupont Circle, Connecticut Avenue/K Street",38.91352,-77.03764,Entire home/apt,125,3,0,,,1,0,0,
13857349,"Cozy Studio, business trip, or night out",41111770,Christopher,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88133,-77.01213,Entire home/apt,100,1,4,2017-01-22,0.06,1,0,0,
13865394,"DC's most desirable downtown, walking neighborhood",81964343,Dale,,"Shaw, Logan Circle",38.91095,-77.03145,Entire home/apt,425,2,0,,,1,0,0,
13866423,Cozy Comfy Studio in a great location,13973295,Tania,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92572,-77.0434,Entire home/apt,250,3,1,2016-08-07,0.02,1,0,0,
13878076,Luxury air mattress in Cleveland Park studio,2387207,Ari,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93627,-77.06009,Shared room,50,1,4,2017-11-14,0.07,3,0,0,
13884285,NE Washington DC quite neighbor hood,82191951,Carsten,,"Woodridge, Fort Lincoln, Gateway",38.93245,-76.9598,Entire home/apt,80,2,0,,,1,0,0,
13894976,"Perfect location, wonderful home for a DC stay.",81929011,Bob,,"Capitol Hill, Lincoln Park",38.88628,-76.99586,Entire home/apt,375,3,18,2021-09-14,18,1,307,9,
13909352,Private Room,1569728,V,,"Eastland Gardens, Kenilworth",38.90346,-76.94469,Private room,49,2,4,2020-10-22,0.07,3,365,1,
13913133,Clean one bedroom with bathroom,60377063,Sangai,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.90838,-77.08364,Private room,40,91,6,2016-08-29,0.10,1,364,0,
13913413,Bright cozy room in Columbia Heights rowhouse,18594116,Quinn,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93018,-77.02491,Private room,30,1,1,2016-07-30,0.02,1,0,0,
13924774,GORGEOUS TH CLOSE TO GEORGETOWN UNIVERSITY,31103687,Oscar,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91001,-77.08104,Entire home/apt,398,1,3,2021-05-31,1.00,1,78,2,
13926632,Elegant Bedroom in Georgetown - parking available,7196325,Jessica,,"Georgetown, Burleith/Hillandale",38.90962,-77.05509,Private room,140,1,134,2021-07-28,2.28,5,81,16,
13941732,Capital Retreat - New Basement Apartment,28774814,Ryan & Phil,,"Union Station, Stanton Park, Kingman Park",38.90451,-77.00025,Entire home/apt,164,3,25,2019-11-03,0.53,1,0,0,
13953269,Sleek Modern Apt sleeps 4- parking space and Bikes,47900667,Karen,,"Capitol Hill, Lincoln Park",38.88924,-76.9939,Entire home/apt,199,3,86,2021-09-07,1.70,3,345,22,
13959404,3 Blocks from Dupont Circle - Great Location!,83157606,Aubrey,,"Dupont Circle, Connecticut Avenue/K Street",38.91226,-77.04181,Entire home/apt,100,2,1,2016-07-20,0.02,1,0,0,
13961253,Room w private bath-city center,72399889,Ugne,,"Shaw, Logan Circle",38.90999,-77.03144,Private room,400,1,0,,,1,0,0,
13962273,Trendy H Street 2 blocks away,8132458,Linda,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90078,-76.98382,Entire home/apt,100,2,0,,,1,0,0,
13979095,Spacious One Bed Room Apartment,40896896,Brooklyn,,"Brightwood Park, Crestwood, Petworth",38.96168,-77.03271,Entire home/apt,70,1,10,2018-06-24,0.16,1,169,0,
13992113,Spacious Private Apartment (5 mins to Metro),17911854,Wesley,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9356,-77.02907,Entire home/apt,57,4,71,2019-11-26,1.30,1,0,0,
14023151,Convenient apt near Columbia Heights/Park View,18180612,Madeline,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93202,-77.02593,Private room,65,1,26,2017-01-15,0.45,1,0,0,
14037354,Classic DC Row Home in Historic Capitol Hill/H St.,84086518,Mike,,"Union Station, Stanton Park, Kingman Park",38.90163,-76.9937,Entire home/apt,299,2,0,,,1,0,0,
14055237,DuPont Circle 2 bedroom town house,84323533,Scott,,"Dupont Circle, Connecticut Avenue/K Street",38.91486,-77.0418,Entire home/apt,400,5,1,2016-07-18,0.02,2,363,0,
14055499,Beautiful guest bedroom and bath,84323533,Scott,,"Dupont Circle, Connecticut Avenue/K Street",38.91409,-77.04062,Private room,150,1,0,,,2,364,0,
14059157,Cozy semi basement studio,21190597,Luis,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92625,-77.05469,Entire home/apt,120,2,17,2018-01-07,0.36,1,0,0,
14073712,Cozy home nestled in Mount Pleasant,1389194,Teresa,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93136,-77.0446,Entire home/apt,110,2,8,2020-10-04,0.13,1,15,1,
14073773,Cozy Convenience - Bedroom in Bloomingdale House,64168260,Sasha,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9213,-77.01334,Private room,33,2,4,2016-08-10,0.06,1,0,0,
14083967,3 master bedroom in Capitol Hill neighborhood,70587064,Dennis,,"Capitol Hill, Lincoln Park",38.89164,-76.99663,Entire home/apt,150,30,0,,,1,307,0,
14086586,"Spacious studio apt, Super location, Parking",5816343,Lynn,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93321,-77.04689,Entire home/apt,92,2,207,2021-09-06,3.82,1,117,30,
14101888,Ingraham Alley Inn - A Quiet & Cozy Micro House,11585007,Mingo,,"Brightwood Park, Crestwood, Petworth",38.95417,-77.03262,Entire home/apt,70,1,234,2021-09-07,4.33,1,118,15,
14102863,Super Convenient and Cosy. Great location & price,51000921,Miya,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9154,-77.04758,Shared room,40,2,0,,,2,0,0,
14108883,One Bedroom on Capitol Hill,82205301,Justin,,"Capitol Hill, Lincoln Park",38.88533,-77.00142,Entire home/apt,450,1,6,2017-01-14,0.10,1,0,0,
14117917,PRO CLEANED! Charming City Centered ~ Walk to Zoo!,46630199,Home Sweet City,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9248,-77.04301,Entire home/apt,87,2,97,2021-08-29,1.62,64,131,7,
14123351,1 Bedroom Home Logan Circle,85155061,Patricia,,"Shaw, Logan Circle",38.91348,-77.02906,Entire home/apt,187,3,9,2018-04-16,0.16,1,0,0,
14138644,Comfy cozy room close to H-street,38748968,Majwega,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90703,-76.98811,Entire home/apt,125,3,0,,,1,0,0,
14147697,"Peaceful, Sunny Studio in Columbia Heights",85452910,Oliver,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93218,-77.03322,Entire home/apt,85,3,15,2019-08-19,0.39,1,0,0,
14148096,Chic and Stylish Apartment,75042,Johnnie,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90283,-77.01645,Entire home/apt,75,5,2,2017-08-24,0.04,2,0,0,
14167667,DC 1 Bedroom Apt,85732622,Tyler,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90399,-76.97229,Entire home/apt,90,1,0,,,1,0,0,
14167983,Sunny studio apartment in historic Capitol Hill,39290691,Devi & Steve,,"Union Station, Stanton Park, Kingman Park",38.89334,-76.98983,Entire home/apt,90,2,103,2018-09-29,1.73,1,0,0,
14184210,Urban Oasis in the Heart of DC *Logan Circle*,183117,Kyla,,"Shaw, Logan Circle",38.90973,-77.02941,Entire home/apt,125,4,2,2017-04-29,0.03,1,0,0,
14201057,Modern Basement Apartment in Upper Georgetown,16206623,Jeff,,"Cathedral Heights, McLean Gardens, Glover Park",38.92259,-77.07299,Entire home/apt,95,3,32,2019-05-25,0.78,2,0,0,
14202103,Private room in Historic Anacostia Healing Center,51347929,H Alejaibra,,Historic Anacostia,38.86589,-76.98107,Private room,75,1,32,2019-10-12,1.08,1,179,0,
14202985,Sublet for August in Mount Pleasant group house,28610417,Malin,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9302,-77.03938,Private room,30,14,0,,,1,0,0,
14213012,Cozy rowhouse on quiet street,1430490,Michael,,"Brightwood Park, Crestwood, Petworth",38.94005,-77.03458,Entire home/apt,125,2,4,2017-11-12,0.08,1,0,0,
14233774,Cozy 1BD apt steps away from metro with parking,64827706,Alper,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93514,-77.02648,Entire home/apt,85,30,302,2021-08-29,5.72,2,262,3,
14236545,Capitol Hill Private Bed Room,34308542,Daniel,,"Union Station, Stanton Park, Kingman Park",38.89727,-76.99952,Private room,60,1,158,2019-09-22,2.59,3,0,0,
14236814,"Corner studio, close to everything",32433619,Andrew,,"Dupont Circle, Connecticut Avenue/K Street",38.91522,-77.03883,Entire home/apt,100,1,0,,,1,0,0,
14236884,Capitol Hill Private Bed Room 2 Beds,34308542,Daniel,,"Union Station, Stanton Park, Kingman Park",38.89711,-76.99929,Private room,60,1,151,2019-08-16,2.48,3,0,0,
14239874,2 levels 2 BR house addition 700 sq,86622081,Muhammad,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89468,-76.92133,Entire home/apt,85,2,208,2020-01-26,3.84,1,259,0,
14264684,Bloomingdale 800 sq ft apartment,86915512,Jean-Christophe,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91554,-77.01125,Entire home/apt,150,29,22,2020-04-13,0.42,1,104,0,
14267256,Comfy 1BD w/ Parking & Streetcar,15434892,Chelsea,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90028,-76.97633,Private room,108,2,12,2017-07-24,0.22,1,0,0,
14269695,1 Block from US Capitol-Private Master BR & Bath,19521188,Adrian,,"Capitol Hill, Lincoln Park",38.88378,-77.00645,Private room,195,3,0,,,2,365,0,
14296429,Quiet Room in Vibrant Adams Morgan.,34544632,Eileen,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92304,-77.04637,Private room,45,2,103,2021-09-09,2.72,4,300,9,
14299799,Friendly home for your travel to DC,2409738,Olga,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96307,-77.00065,Private room,30,7,11,2018-08-28,0.29,1,0,0,
14309202,☆Great place to explore DC's culture/entertainment,46521595,Kerry Ann And Steve,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91963,-77.02885,Private room,45,1,376,2020-03-14,6.09,6,0,0,
14312770,Newly renovated home for rent in Bloomingdale,61334337,Austin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91306,-77.01444,Entire home/apt,200,3,39,2020-01-23,0.63,1,0,0,
14313672,Quiet room in perfect Petworth!,78321231,Hope,,"Brightwood Park, Crestwood, Petworth",38.95559,-77.01546,Private room,55,2,0,,,5,88,0,
14317852,Jazz and Sunlight in Congress Heights,83873658,Rob,,"Congress Heights, Bellevue, Washington Highlands",38.84853,-77.00384,Entire home/apt,100,1,29,2018-03-25,0.48,1,0,0,
14319360,Sunny Apartment in A Great Neighborhood!,41286194,Lauren,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92821,-77.02881,Entire home/apt,90,2,5,2017-07-04,0.09,1,0,0,
14322493,"Location, location, location!",50159579,Jordan,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.931,-77.02966,Entire home/apt,69,1,162,2019-05-28,2.99,1,0,0,
14331755,Sunny spacious Capitol Hill apartment with bikes!,87724136,Jo,,"Capitol Hill, Lincoln Park",38.89035,-76.98675,Entire home/apt,219,3,15,2021-07-05,0.24,2,350,2,
14333797,Capitol Hill apartment: first floor living & bikes,87724136,Jo,,"Union Station, Stanton Park, Kingman Park",38.89209,-76.98517,Entire home/apt,199,4,35,2021-09-14,0.86,2,365,8,
14336449,Private Entrance to Charming Basement Bed + Bar,18731823,Cory,,"Brightwood Park, Crestwood, Petworth",38.94803,-77.02097,Entire home/apt,55,1,53,2019-01-21,0.88,1,0,0,
14344117,Clean peaceful Petworth place in Perfect Petworth!,78321231,Hope,,"Brightwood Park, Crestwood, Petworth",38.95511,-77.01733,Private room,89,4,1,2016-09-10,0.02,5,87,0,
14353375,Charming efficiency apt. in vibrant Adams Morgan,87977393,April,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92295,-77.04579,Entire home/apt,103,2,414,2021-09-05,10.29,5,350,54,
14357248,Heart of D.C. Row House - Live Like a Local!,4336089,Paul And Chani,,"Union Station, Stanton Park, Kingman Park",38.90429,-76.99666,Entire home/apt,149,3,121,2021-08-28,4.08,1,105,16,
14360838,DuPont Condo (unfurnished or furnished),7244663,Derrick,,"Dupont Circle, Connecticut Avenue/K Street",38.91542,-77.04378,Entire home/apt,125,120,6,2016-12-08,0.10,1,365,0,
14368568,In-town Private Room and Ensuite Private Bath,21536334,Janie,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92554,-77.06789,Private room,90,1,123,2020-03-14,2.26,3,315,0,
14395461,Spacious Basement Suite in the heart of Shaw,17606767,Daniel,,"Shaw, Logan Circle",38.91282,-77.02022,Entire home/apt,100,2,103,2020-03-09,1.68,1,0,0,
14396529,The Jefferson Suite apt off metro- w/ easy parking,20970565,Sondra,,"Takoma, Brightwood, Manor Park",38.95544,-77.00708,Entire home/apt,71,1,14,2019-10-26,0.37,2,0,0,
14405694,Cozy Convenience on Capitol Hill,85972917,Jonathan,,"Union Station, Stanton Park, Kingman Park",38.89853,-77.0043,Entire home/apt,122,2,35,2017-12-30,0.59,1,0,0,
14406086,Bright and modern Foggy Bottom row house,1946840,Nick,,"West End, Foggy Bottom, GWU",38.9025,-77.05171,Entire home/apt,198,3,178,2021-08-27,3.31,1,0,7,
14407693,Sunny room with balcony/perfect location!,74195702,Philipp,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91853,-77.03344,Private room,74,1,3,2017-02-05,0.05,2,0,0,
14415143,Charming DC English Basement,16956897,Clare,,"Brightwood Park, Crestwood, Petworth",38.95675,-77.01529,Entire home/apt,65,1,1,2016-09-09,0.02,1,0,0,
14421376,Downtown  - Washington DC,16834451,Gustavo,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90484,-77.02552,Private room,100,1,2,2017-10-29,0.03,1,0,0,
14426673,Walk to the Convention Center from a Remodeled Townhouse,3448315,Allen,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91018,-77.01611,Entire home/apt,529,4,36,2021-08-09,1.12,10,242,3,
14426998,Spread Out in Beautiful Townhouse with Big Yard in Shaw,3448315,Allen,,"Shaw, Logan Circle",38.90905,-77.0172,Entire home/apt,443,4,29,2021-07-24,0.48,10,246,3,
14430336,Comfort and Convenience in Bloomingdale,68591004,Janel And Mariah,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91618,-77.01085,Private room,59,1,23,2017-07-04,0.39,1,259,0,
14430518,!!!!Enjoy a Stay n Historic Mt.Pleasant: Sweet#6!!,13239338,Sleep Sweets DC Project,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93099,-77.04124,Private room,61,3,44,2019-10-06,0.80,5,350,0,
14444701,The cottage at Bloomingdale Manse,88939509,Renee,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92223,-77.0115,Entire home/apt,125,9,17,2021-07-18,0.74,3,260,2,
14446252,Boat-like studio apartment in Brookland,2733434,Katie,,"Brookland, Brentwood, Langdon",38.92748,-76.99324,Entire home/apt,70,14,23,2019-10-19,0.44,1,10,0,
14447623,Capitol Hill: Large Urban/Luxe Apt Sleeps 4,88971653,Carla,,"Union Station, Stanton Park, Kingman Park",38.89341,-76.99327,Entire home/apt,189,3,12,2021-08-27,0.28,1,362,1,
14469294,"Spacious,newly renovated 1 Bedrm Apt, Capitol Hill",89178601,Amanda,,"Capitol Hill, Lincoln Park",38.88999,-76.99565,Entire home/apt,80,2,1,2016-09-06,0.02,1,0,0,
14472528,Your Home Away From Home ! ! !,89212577,Maxine,,"Brightwood Park, Crestwood, Petworth",38.95719,-77.02869,Entire home/apt,379,2,103,2021-09-06,3.67,1,0,29,
14472622,Spacious Basement Suite Close to Metro,10664853,Meisha,,"River Terrace, Benning, Greenway, Dupont Park",38.89059,-76.95053,Private room,55,30,70,2019-10-30,1.52,1,0,0,
14483603,Modern 1BR with Rooftop Pool,11081586,Forrest,,"Union Station, Stanton Park, Kingman Park",38.90355,-77.00836,Entire home/apt,137,1,6,2016-09-14,0.10,1,0,0,
14501592,Newly Renovated 2BR Apt in the heart of DC-Parking,89016153,Kevin And Carlos,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9197,-77.00973,Entire home/apt,141,3,325,2021-08-29,5.33,1,321,30,
14506047,Washington DC's Finest: 4 bdrms+house 1-7 Persons,89373138,Jeff,,"River Terrace, Benning, Greenway, Dupont Park",38.88406,-76.94677,Entire home/apt,202,2,101,2021-09-12,3.85,1,335,13,
14507861,Entire Capitol Hill Home - 5BR/4BA,19521188,Adrian,,"Capitol Hill, Lincoln Park",38.88453,-77.00785,Entire home/apt,5995,7,0,,,2,365,0,
14548071,"Spacious, Sun-filled 1 Bedroom / 1 Bathroom",6878743,Carey,,"Brightwood Park, Crestwood, Petworth",38.94037,-77.02851,Entire home/apt,76,89,1,2018-01-01,0.02,1,34,0,
14552591,"Capitol Hill East Flat, Steps to Metro",90081828,Nkosi,,"Capitol Hill, Lincoln Park",38.88532,-76.97855,Entire home/apt,75,1,209,2021-07-05,4.14,1,147,5,
14555537,ConventionCenter/Logan Circle home. 96 walk score,90117890,Jonathan,,"Shaw, Logan Circle",38.90936,-77.02671,Entire home/apt,332,3,116,2021-09-12,1.92,5,200,38,
14563049,Rowhouse on quiet street in the heart of the city,1555964,Malcolm,,"Union Station, Stanton Park, Kingman Park",38.90106,-77.0031,Entire home/apt,200,2,6,2018-07-15,0.10,1,14,0,
14567590,"Clean, beautiful, and bright 2Bed/2Bath Condo",2457306,Sundar,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92104,-76.99967,Entire home/apt,200,180,17,2020-11-30,0.28,1,194,1,
14576410,Classic Dupont Circle 2BR/2BA Renovated Rowhouse,14039163,Patrick,,"Dupont Circle, Connecticut Avenue/K Street",38.91256,-77.03675,Entire home/apt,250,3,89,2021-09-11,2.11,1,11,26,
14583482,Bright room in great boho row house,2568257,Mary,,"Brightwood Park, Crestwood, Petworth",38.95361,-77.02186,Private room,48,2,72,2018-03-13,1.34,1,0,0,
14590973,❇ MEET DC ON U STREET ! ❇ WALK TO THE FAMOUS CORRIDOR // METRO SUBWAY ❇,90483601,Jacquelyne,,"Shaw, Logan Circle",38.91371,-77.02578,Entire home/apt,304,2,90,2021-08-01,2.95,1,0,51,
14594639,"Large, comfy studio w/parking, steps from metro",2387207,Ari,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93599,-77.05977,Entire home/apt,99,2,31,2019-05-27,0.76,3,0,0,
14600054,Spacious Basement Studio Parking & Private entry,49670365,Dee,,"North Michigan Park, Michigan Park, University Heights",38.94858,-76.99522,Entire home/apt,70,4,40,2021-07-21,0.76,4,164,3,
14613890,Studio Apt - Columbia Heights,45589584,Lidia,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93644,-77.03288,Entire home/apt,110,3,18,2019-05-20,0.36,1,85,0,
14615544,Cozy Townhouse on Capitol Hill,40490954,Jeri,,"Capitol Hill, Lincoln Park",38.88587,-76.98034,Entire home/apt,150,1,6,2016-10-24,0.10,1,0,0,
14629317,"Private 1 BR apt w/ kitchen & parking, 2pm checkin",52813765,Nicole,,"North Michigan Park, Michigan Park, University Heights",38.94095,-76.98673,Entire home/apt,68,1,350,2021-05-31,5.82,1,0,40,
14647455,2 BD/2BA Apartment- 5 minute walk to US Congress,90846827,Judith,,"Union Station, Stanton Park, Kingman Park",38.89527,-76.99839,Entire home/apt,373,15,0,,,1,87,0,
14669365,2bd 2ba well-appointed Bloomingdale condo,902465,Gretchen,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91405,-77.00849,Entire home/apt,175,3,1,2021-07-05,0.40,1,36,1,
14685847,Chic and Modern 2 Bedroom,54919923,Tess,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9326,-77.03998,Entire home/apt,147,2,163,2021-07-13,4.60,2,220,30,
14705753,Dupont circle stay,67693448,Goda,,"Dupont Circle, Connecticut Avenue/K Street",38.91039,-77.03895,Shared room,47,1,13,2016-10-05,0.21,1,0,0,
14744997,The EZ Inn Penthouse at Logan Circle,91876859,Michael,,"Shaw, Logan Circle",38.90744,-77.02958,Private room,80,2,32,2018-03-17,0.54,1,0,0,
14748391,"Private BR/BA,Comfy,Clean DC retreat, walk 2 metro",1689867,Selin,,"Brightwood Park, Crestwood, Petworth",38.93882,-77.01752,Private room,70,2,53,2020-03-18,0.87,3,90,0,
14760734,"Luxury New 2 Bed, 2 Bath APT in Shaw DC!",55009,Mala,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91047,-77.01141,Entire home/apt,112,2,7,2021-06-26,1.78,10,324,7,
14767042,Newly renovated apt in NW DC. Perfect location,71766356,Silje,,"North Cleveland Park, Forest Hills, Van Ness",38.9539,-77.07029,Shared room,99,1,1,2016-08-28,0.02,1,177,0,
14767156,Comfortable & Convenient U St/ C Heights Apartment,84363626,Amos,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.91931,-77.0346,Entire home/apt,60,2,0,,,1,0,0,
14772517,Petworth basement with one bed and 1 large futon!,78321231,Hope,,"Brightwood Park, Crestwood, Petworth",38.95437,-77.01542,Entire home/apt,125,4,4,2019-06-09,0.07,5,88,0,
14784440,Ideal DC location and beautiful view,6824285,Lydia,,"Dupont Circle, Connecticut Avenue/K Street",38.91831,-77.03507,Entire home/apt,120,2,8,2016-11-13,0.13,1,0,0,
14803652,"Last minute deal, 3-bedroom for inauguration",18089828,Sara,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92606,-77.00659,Entire home/apt,150,2,0,,,1,0,0,
14805243,New 2 BR Apartment within a Dupont Brownstone,14229159,Dominick,,"Dupont Circle, Connecticut Avenue/K Street",38.91139,-77.03941,Entire home/apt,187,1,253,2021-09-15,4.70,1,287,60,
14808493,"Spacious 2BR in Kalorama Triangle, near everything",92540070,Anne,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91954,-77.046707,Entire home/apt,130,4,114,2021-08-10,2.10,1,76,14,
14839639,Spacious modern apt in historic district w/parking,49737749,Ali,,"Capitol Hill, Lincoln Park",38.88934,-76.99123,Entire home/apt,100,3,90,2019-11-18,1.65,1,0,0,
14860105,Entirely Renovated New Condo in the heart of D.C.,46521595,Kerry Ann And Steve,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91655,-77.02007,Entire home/apt,89,2,367,2021-03-07,6.22,6,0,8,
14865465,Studio in the Heart of Adams Morgan (Apt. 4A),93122946,Hector,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92221,-77.04149,Entire home/apt,111,2,195,2021-08-20,3.65,2,228,18,
14873325,Private room in victorian Capitol Hill row house,6753773,Chris,,"Union Station, Stanton Park, Kingman Park",38.89661,-76.98575,Private room,61,1,55,2018-03-10,0.92,1,0,0,
14885736,H Street / Capitol Hill Comfort & Convenience,41452038,Margaret,,"Union Station, Stanton Park, Kingman Park",38.8957,-76.98834,Entire home/apt,150,3,10,2019-05-20,0.18,1,19,0,
14886854,"Cathedral Ceilings, Skylights & Roof Deck in Shaw",7005499,Berin,,"Shaw, Logan Circle",38.91369,-77.02011,Entire home/apt,170,3,51,2019-05-10,0.84,1,0,0,
14890121,English Basement 2 bd/2 bth - Private Parking,22276780,Cynthia,,"Brightwood Park, Crestwood, Petworth",38.93926,-77.01847,Entire home/apt,190,2,83,2021-09-13,1.55,1,250,29,
14893473,"Lovely, modern 2BR, 15-min walk from the Capitol",17304097,Clarissa,,"Union Station, Stanton Park, Kingman Park",38.90584,-77.00578,Entire home/apt,168,2,7,2016-12-23,0.12,1,0,0,
14899604,DC Living!  Newly Renovated Apartment in Petworth,21290155,Barbara,,"Brightwood Park, Crestwood, Petworth",38.93985,-77.01722,Entire home/apt,52,30,16,2017-10-04,0.30,1,47,0,
14912655,Convenient Sunny Studio Central to Everything DC,13204797,Kurt,,"Shaw, Logan Circle",38.90925,-77.02985,Entire home/apt,169,28,139,2021-08-15,2.86,1,91,1,
14913168,Charming studio apartment in Adams Morgan (Apt 4B),93122946,Hector,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92249,-77.042,Entire home/apt,99,2,160,2021-08-24,2.67,2,175,15,
14918834,Cozy and Comfortable in Petworth,43723905,Lisa,,"Brightwood Park, Crestwood, Petworth",38.94224,-77.01467,Private room,130,1,1,2017-01-23,0.02,3,365,0,
14934043,Sunny Spare Bedroom near H St,6256099,Schuyler,,"Union Station, Stanton Park, Kingman Park",38.89701,-76.9826,Private room,55,1,104,2018-01-12,1.71,1,0,0,
14944917,Sunny English Basement,48468538,Dick,,"Capitol Hill, Lincoln Park",38.89035,-76.98584,Entire home/apt,87,3,224,2021-09-12,4.00,2,70,34,
14945062,2BR-2BA Bsmt Apt-Columbia Heights-Central Location,94030820,Peter,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93298,-77.03048,Entire home/apt,159,2,183,2021-08-16,3.03,1,99,17,
14945987,Bedroom w/ Bath + Parking in Historic Mt.Pleasent!,22252069,Selma,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93082,-77.04006,Private room,260,2,53,2018-10-14,0.98,1,227,0,
