id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating
13410561,"Private Apt in NW DC near Silver Spring, AFI, AIRP",4918036,Hahva And Kiff,,"Colonial Village, Shepherd Park, North Portal Estates",38.98411,-77.03732,Entire home/apt,86,2,68,3/7/2020,1.29,1,0,0,,4.99
13412041,Elegant home in historic Mt. Pleasant,4190406,Yigal,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93078,-77.0421,Entire home/apt,216,1,0,,,1,0,0,,
13417691,Embassy Row English Basement Apartment,4928718,Andres,,"Georgetown, Burleith/Hillandale",38.91535,-77.05861,Entire home/apt,89,2,131,9/8/2021,3.03,1,315,1,,4.9
13429892,Charming Row Home in Capitol Hill,67066975,Allison & Tim,,"Capitol Hill, Lincoln Park",38.88989,-76.99241,Entire home/apt,200,1,0,,,1,0,0,,
13444983,"Location, Location, Location!",76752552,Joshua,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91653,-77.03076,Entire home/apt,81,2,20,10/4/2016,0.33,1,0,0,,4.8
13467737,unbeatable location w/ charming decor,73962167,Rebecca,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91596,-77.03227,Entire home/apt,140,3,0,,,1,0,0,,
13472775,The Kush Room,40797092,Lucius,,"Brightwood Park, Crestwood, Petworth",38.94409,-77.02479,Private room,65,1,43,10/13/2019,0.69,3,365,0,,4.86
13479465,Apartment in the heart of 14th & Logan Circle,74643903,Brandt,,"Shaw, Logan Circle",38.9106,-77.03156,Entire home/apt,131,2,4,4/8/2018,0.07,1,0,0,,5
13487361,Sunny Studio w/ Metro Access,25169932,Dara,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93438,-77.05848,Entire home/apt,85,7,9,4/11/2017,0.17,1,0,0,,5
13490001,Bright basement apartment in lovely neighborhood,8607493,Bethany,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87332,-76.96464,Entire home/apt,51,1,8,7/25/2016,0.13,1,0,0,,4.5
13491888,Capitol Hill Row House Newly Renovated!,1261711,Steve And Lisa,,"Capitol Hill, Lincoln Park",38.88104,-76.9871,Entire home/apt,198,4,163,8/18/2021,2.62,3,44,25,,4.87
13492207,Newly Renovated Capitol Hill Basement Apartment,1261711,Steve And Lisa,,"Capitol Hill, Lincoln Park",38.88084,-76.98808,Entire home/apt,106,4,161,7/31/2021,2.6,3,77,15,,4.73
13493075,Cozy Suite walkable to metro station,38289794,Mehran,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.9383,-77.06696,Entire home/apt,79,2,26,10/29/2017,0.41,3,0,0,,4.92
13494833,Row House AND Private Basement Apt in Capitol Hill,1261711,Steve And Lisa,,"Capitol Hill, Lincoln Park",38.88124,-76.98738,Entire home/apt,313,4,25,10/27/2020,0.49,3,45,1,,4.88
13495619,Large Home Near Capitol NE DC,77377777,Emmjolee,,"Woodridge, Fort Lincoln, Gateway",38.93449,-76.96963,Entire home/apt,150,2,3,6/11/2017,0.05,1,0,0,,5
13501642,"Swank, sunny, sustainable Logan Circle apt",2726546,Susan,,"Shaw, Logan Circle",38.91328,-77.02954,Entire home/apt,121,5,37,12/31/2020,0.73,3,105,1,,4.92
13504747,Inauguration '17 Perfection - Modern Row House,46224624,Ian,,"Brookland, Brentwood, Langdon",38.92154,-76.9892,Entire home/apt,325,3,0,,,1,0,0,,
13511181,Beautiful 2 Bedroom Columbia Heights Apartment,19390681,Camille,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92758,-77.02909,Entire home/apt,257,2,12,7/13/2017,0.2,1,0,0,,4.82
13513245,Relaxed Private Bedroom Near Conv. Center/U St.,77577518,Walt,,"Shaw, Logan Circle",38.90909,-77.02026,Private room,60,1,6,10/16/2017,0.1,1,0,0,,5
13524358,"Private top floor at 2067 Park Road, Nw Dc",77706798,Martin & LeeAnne,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93421,-77.04359,Private room,89,2,48,7/10/2021,0.75,1,0,2,,4.88
13527196,"Stylish Renovated Flat, Central, Walk to DC Sights",6844452,Kenneth,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91356,-77.01359,Entire home/apt,182,2,43,7/26/2021,0.7,1,170,7,,4.98
13528021,Master bedroom with private bathroom on U St,26166619,Andrew,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91635,-77.02619,Private room,110,1,11,4/23/2017,0.18,2,0,0,,4.91
13529372,Welcome to your Capitol Hill Retreat!,59911534,Linette,,"Union Station, Stanton Park, Kingman Park",38.89813,-76.9918,Entire home/apt,150,3,72,5/29/2021,1.36,1,1,13,,4.86
13530889,DC's Urban Charm,63283669,Mario & Ann,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91278,-77.01094,Private room,100,1,7,7/23/2016,0.11,1,0,0,,5
13542720,Classic Capitol Hill row house,41766385,Maeve,,"Capitol Hill, Lincoln Park",38.88002,-76.98678,Entire home/apt,275,2,5,8/5/2017,0.1,1,0,0,,5
13543016,Steps away from H Street and the rest of DC,77921071,Christopher,,"Union Station, Stanton Park, Kingman Park",38.89912,-76.97929,Entire home/apt,62,1,42,4/20/2017,0.68,1,0,0,,4.76
13556801,"Sun-drenched, loft-like 1-bedroom in Dupont area",33665123,Anna,,"Dupont Circle, Connecticut Avenue/K Street",38.91681,-77.03914,Entire home/apt,109,2,15,1/21/2017,0.25,1,0,0,,4.87
13570789,The Loft,22653397,Michael,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91556,-77.02384,Private room,100,2,19,6/19/2019,0.32,4,44,0,,5
13572919,Home in quiet tree lined street in Chevy Chase DC,42306621,Paul,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96479,-77.06857,Entire home/apt,150,2,0,,,1,0,0,,
13574987,DC Living - cozy and close to all!,17923213,John,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92828,-77.02125,Entire home/apt,89,3,4,10/9/2016,0.06,1,0,0,,5
13577736,Unique DC Rowhome - One Block from H Street!,5657656,Megan,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90299,-76.98703,Entire home/apt,174,2,16,6/16/2019,0.31,2,0,0,,4.94
13578244,"❤ Capitol, Union Station, Romantic, Walkable Apt ❤",2492536,Graham,,"Union Station, Stanton Park, Kingman Park",38.89934,-76.99902,Entire home/apt,95,1,348,9/11/2021,5.89,4,14,39,,4.93
13589984,"Charming, newly renovated 3-bedroom + parking pass",7991553,Jean-Baptiste,,"Union Station, Stanton Park, Kingman Park",38.89534,-76.9877,Entire home/apt,175,4,0,,,1,0,0,,
13598703,Lovely Condominium unit for rent,78622804,Makiya,,"Congress Heights, Bellevue, Washington Highlands",38.82932,-76.99601,Entire home/apt,75,1,0,,,1,87,0,,
13601344,"Small private room, private bath with jacuzzi tub",17416270,Zahara,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92836,-77.02705,Private room,64,1,3,8/12/2017,0.06,1,0,0,,5
13606424,Luxury Condo Steps from Convention Center w/ Patio,25438847,Sophie,,"Shaw, Logan Circle",38.90596,-77.02619,Entire home/apt,249,3,16,10/26/2020,0.34,1,12,2,,5
13615838,Dupont Adams Morgan Hideaway,40629622,Kenneth,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91645,-77.04358,Entire home/apt,149,2,56,10/27/2019,0.89,5,0,0,,4.8
13622959,Cozy Capitol Hill 1 BR English Basement,59387158,Beth,,"Capitol Hill, Lincoln Park",38.88254,-76.98646,Entire home/apt,93,2,212,8/25/2021,9.64,1,25,47,,4.86
13623770,"Cozy, Sunny Room in Vibrant H street Neighborhood",78930908,Ahdi,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90282,-76.98813,Private room,40,5,9,2/17/2019,0.29,1,0,0,,4.38
13624011,Beautiful home minutes from downtown DC,18169234,Jessica,,"Brightwood Park, Crestwood, Petworth",38.95346,-77.0245,Private room,70,1,0,,,1,0,0,,
13624184,Beautiful & Historic U Street Area Townhouse,60104245,Kathy,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92103,-77.02943,Entire home/apt,185,2,44,11/25/2017,0.83,1,0,0,,4.84
13635817,Serene Apartment in a D.C. Rowhouse,4343477,Tania,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91315,-77.00879,Entire home/apt,121,1,180,9/9/2021,100,1,104,17,,4.89
13636041,One Bedroom Five Mins from Capitol!,6410300,Matt,,"Capitol Hill, Lincoln Park",38.88369,-77.00399,Entire home/apt,379,2,1,1/22/2017,0.02,1,0,0,,5
13641373,Big friendly studio on Capitol Hill,39556632,Margot,,"Union Station, Stanton Park, Kingman Park",38.8953,-76.99214,Entire home/apt,86,2,58,9/12/2021,1.17,1,44,27,,4.98
13649140,"Chill Peaceful Room in the Heart of DC, near Parks",6488932,Yill,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92143,-77.04263,Private room,69,30,4,5/19/2020,0.11,3,0,0,,4.75
13650050,Fairly spacious and confortable studio.,2088244,Renata,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95353,-77.00845,Entire home/apt,50,2,0,,,1,0,0,,
13657698,Comfy Futon in Great Northwest DC location,66801226,Taylor,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93327,-77.0371,Shared room,25,1,0,,,1,0,0,,
13659386,Huge Modern Two Bedroom in Navy Yard,79380122,Gelyna,,"Near Southeast, Navy Yard",38.88025,-77.00569,Entire home/apt,99,3,1,7/14/2016,0.02,1,0,0,,4
13660126,"LUX Apt , West End , Georgetown DC",79389570,Faisal,,"West End, Foggy Bottom, GWU",38.90573,-77.05352,Entire home/apt,110,1,0,,,1,0,0,,
13671834,BR in DC Neighborhood w/ Metro and Free Parking,13060255,Dannese And Juvenal,,"Capitol View, Marshall Heights, Benning Heights",38.88926,-76.92687,Private room,45,2,1,6/6/2017,0.02,1,0,0,,0
13674854,"Spacious, 2nd Floor, 1bd/1ba in Columbia Heights",45548078,Kevin,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.929,-77.03089,Entire home/apt,85,3,0,,,1,0,0,,
13683939,Chez Sunshine 3BR Urban Oasis - H St/Capitol Hill,75442711,Kathleen,,"Union Station, Stanton Park, Kingman Park",38.89889,-76.98809,Entire home/apt,189,4,33,8/7/2019,0.86,1,0,0,,4.94
13684484,Luxury Lounge Share | Theater Room | WaterFront,18894668,James,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87466,-76.97452,Private room,87,2,8,3/25/2018,0.13,2,364,0,,4.38
13685445,Modern flat in the heart of Adams Morgan,1346845,Evanna,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92415,-77.04052,Entire home/apt,94,90,107,5/8/2021,1.98,1,13,2,,4.88
13685997,"Lovely Spacious Home, Sleeps 9, Close to Metro",79711675,Dave & Jiyoung,,"Brightwood Park, Crestwood, Petworth",38.94378,-77.01603,Entire home/apt,118,2,13,9/12/2016,0.21,1,0,0,,5
13695833,Studio Apartment near Capitol | Parking Available,39930655,Team,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88001,-77.01773,Entire home/apt,85,30,96,9/29/2019,2.03,147,1,0,,4.83
13697131,Renovated Home Close to Capitol Hill,79862338,Carolyn,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90521,-76.99092,Entire home/apt,65,2,3,7/9/2016,0.05,1,0,0,,5
13697918,Classic 2 bedroom apartment in a great location!,16644446,Corporate,,"Shaw, Logan Circle",38.90748,-77.02939,Entire home/apt,192,3,6,6/23/2021,0.16,12,138,1,,4
13698020,Capitol Hill room for rent,33214976,Jennifer,,"Capitol Hill, Lincoln Park",38.87829,-76.98873,Private room,90,1,20,1/23/2017,0.32,1,0,0,,4.6
13698365,2BR Fully Furnished Condo in Thomas Circle,16644446,Corporate,,"Shaw, Logan Circle",38.90604,-77.03122,Entire home/apt,182,1,10,7/11/2021,8.82,12,127,6,,4.4
13707380,Breathtaking penthouse Petworth/Columbia Heights,4532583,Julie,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93499,-77.03128,Entire home/apt,200,2,1,8/8/2016,0.02,1,0,0,,5
13727764,English Basement Apt in a Classic DC Neighborhood,33151642,Katherine And Shelby,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9052,-76.98595,Entire home/apt,54,1,302,8/31/2021,6.45,2,115,65,,4.68
13744260,Private bed and bath in charming historic house,941913,Wayne,,"Takoma, Brightwood, Manor Park",38.97144,-77.01545,Entire home/apt,74,2,93,10/6/2018,1.86,1,0,0,,4.88
13747502,Comfortable Family Home in 16th Street Heights,1358948,Naveen,,"Brightwood Park, Crestwood, Petworth",38.95037,-77.02848,Entire home/apt,350,3,0,,,1,0,0,,
13748008,DuPont in the middle of it all 5 min walk to metro,133634615,Bahar,,"Dupont Circle, Connecticut Avenue/K Street",38.91565,-77.0417,Entire home/apt,136,2,106,1/7/2021,1.92,1,134,5,,4.8
13752805,Bright and cozy room in townhouse,43382559,Anshuman,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91078,-77.01408,Private room,59,2,3,7/9/2016,0.05,1,0,0,,4.67
13764058,Spacious 1 Bedroom Apartment in a Popular Location,14906536,Nick,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91898,-77.03331,Entire home/apt,115,1,20,4/9/2017,0.33,1,0,0,,4.85
13769503,Walk to the National Mall and baseball stadium!,24910711,Douglas,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87628,-77.01527,Entire home/apt,139,3,3,10/9/2016,0.05,1,0,0,,4.67
13779343,Capitol Hill Suite-Free Pkg-Steps to Metro & More,67823234,Tim,,"Capitol Hill, Lincoln Park",38.88603,-76.99845,Entire home/apt,147,1,311,9/6/2021,5.02,1,7,59,,4.78
13785774,Art gallery  and Luxery ROOMS in Capital HILL,80972218,Nihal KECECI,,"Union Station, Stanton Park, Kingman Park",38.90268,-77.00249,Private room,210,2,0,,,1,0,0,,
13802298,Private apartment near Brookland,31178634,Jamie,,"Woodridge, Fort Lincoln, Gateway",38.9397,-76.97796,Private room,45,50,15,8/14/2019,0.24,1,0,0,,4.86
13802779,"Modern, Comfortable Apartment on Capitol Hill",58214542,Lauren And Chris,,"Union Station, Stanton Park, Kingman Park",38.89353,-76.99784,Entire home/apt,132,2,312,8/15/2021,5.22,1,145,33,,4.93
13809783,#2 Coolest Neighborhood in the World - Forbes Mag,74518047,Lillian Anita,,"Near Southeast, Navy Yard",38.87856,-77.00041,Private room,76,2,27,2/29/2020,0.63,2,323,0,,5
13812748,Cozy Bedroom Near Downtown and Convention Center,19239896,Naomi,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90479,-77.02062,Private room,63,1,19,5/10/2017,0.31,1,0,0,,4.68
13825357,Spacious 1Br Apartment in the Heart of Petworth,78868158,Nick,,"Brightwood Park, Crestwood, Petworth",38.94319,-77.02702,Entire home/apt,90,2,9,1/23/2017,0.15,1,0,0,,4.89
13845151,Stylish and Attractive,81725187,Mark,,"Union Station, Stanton Park, Kingman Park",38.90763,-77.00306,Private room,98,1,324,9/12/2021,5.84,2,50,21,,4.93
13853404,A Petite Elegance,81822679,Young,,"Dupont Circle, Connecticut Avenue/K Street",38.91352,-77.03764,Entire home/apt,125,3,0,,,1,0,0,,
13857349,"Cozy Studio, business trip, or night out",41111770,Christopher,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88133,-77.01213,Entire home/apt,100,1,4,1/22/2017,0.06,1,0,0,,4.33
13865394,"DC's most desirable downtown, walking neighborhood",81964343,Dale,,"Shaw, Logan Circle",38.91095,-77.03145,Entire home/apt,425,2,0,,,1,0,0,,
13866423,Cozy Comfy Studio in a great location,13973295,Tania,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92572,-77.0434,Entire home/apt,250,3,1,8/7/2016,0.02,1,0,0,,5
13878076,Luxury air mattress in Cleveland Park studio,2387207,Ari,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93627,-77.06009,Shared room,50,1,4,11/14/2017,0.07,3,0,0,,5
13884285,NE Washington DC quite neighbor hood,82191951,Carsten,,"Woodridge, Fort Lincoln, Gateway",38.93245,-76.9598,Entire home/apt,80,2,0,,,1,0,0,,
13894976,"Perfect location, wonderful home for a DC stay.",81929011,Bob,,"Capitol Hill, Lincoln Park",38.88628,-76.99586,Entire home/apt,375,3,18,9/14/2021,18,1,307,9,,5
13909352,Private Room,1569728,V,,"Eastland Gardens, Kenilworth",38.90346,-76.94469,Private room,49,2,4,10/22/2020,0.07,3,365,1,,3.75
13913133,Clean one bedroom with bathroom,60377063,Sangai,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.90838,-77.08364,Private room,40,91,6,8/29/2016,0.1,1,364,0,,2.8
13913413,Bright cozy room in Columbia Heights rowhouse,18594116,Quinn,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93018,-77.02491,Private room,30,1,1,7/30/2016,0.02,1,0,0,,4
13924774,GORGEOUS TH CLOSE TO GEORGETOWN UNIVERSITY,31103687,Oscar,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91001,-77.08104,Entire home/apt,398,1,3,5/31/2021,1,1,78,2,,4.67
13926632,Elegant Bedroom in Georgetown - parking available,7196325,Jessica,,"Georgetown, Burleith/Hillandale",38.90962,-77.05509,Private room,140,1,134,7/28/2021,2.28,5,81,16,,4.72
13941732,Capital Retreat - New Basement Apartment,28774814,Ryan & Phil,,"Union Station, Stanton Park, Kingman Park",38.90451,-77.00025,Entire home/apt,164,3,25,11/3/2019,0.53,1,0,0,,4.96
13953269,Sleek Modern Apt sleeps 4- parking space and Bikes,47900667,Karen,,"Capitol Hill, Lincoln Park",38.88924,-76.9939,Entire home/apt,199,3,86,9/7/2021,1.7,3,345,22,,4.86
13959404,3 Blocks from Dupont Circle - Great Location!,83157606,Aubrey,,"Dupont Circle, Connecticut Avenue/K Street",38.91226,-77.04181,Entire home/apt,100,2,1,7/20/2016,0.02,1,0,0,,0
13961253,Room w private bath-city center,72399889,Ugne,,"Shaw, Logan Circle",38.90999,-77.03144,Private room,400,1,0,,,1,0,0,,
13962273,Trendy H Street 2 blocks away,8132458,Linda,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90078,-76.98382,Entire home/apt,100,2,0,,,1,0,0,,
13979095,Spacious One Bed Room Apartment,40896896,Brooklyn,,"Brightwood Park, Crestwood, Petworth",38.96168,-77.03271,Entire home/apt,70,1,10,6/24/2018,0.16,1,169,0,,5
13992113,Spacious Private Apartment (5 mins to Metro),17911854,Wesley,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9356,-77.02907,Entire home/apt,57,4,71,11/26/2019,1.3,1,0,0,,4.59
14023151,Convenient apt near Columbia Heights/Park View,18180612,Madeline,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93202,-77.02593,Private room,65,1,26,1/15/2017,0.45,1,0,0,,4.65
14037354,Classic DC Row Home in Historic Capitol Hill/H St.,84086518,Mike,,"Union Station, Stanton Park, Kingman Park",38.90163,-76.9937,Entire home/apt,299,2,0,,,1,0,0,,
14055237,DuPont Circle 2 bedroom town house,84323533,Scott,,"Dupont Circle, Connecticut Avenue/K Street",38.91486,-77.0418,Entire home/apt,400,5,1,7/18/2016,0.02,2,363,0,,0
14055499,Beautiful guest bedroom and bath,84323533,Scott,,"Dupont Circle, Connecticut Avenue/K Street",38.91409,-77.04062,Private room,150,1,0,,,2,364,0,,
14059157,Cozy semi basement studio,21190597,Luis,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92625,-77.05469,Entire home/apt,120,2,17,1/7/2018,0.36,1,0,0,,4.94
14073712,Cozy home nestled in Mount Pleasant,1389194,Teresa,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93136,-77.0446,Entire home/apt,110,2,8,10/4/2020,0.13,1,15,1,,4.88
14073773,Cozy Convenience - Bedroom in Bloomingdale House,64168260,Sasha,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9213,-77.01334,Private room,33,2,4,8/10/2016,0.06,1,0,0,,4.33
14083967,3 master bedroom in Capitol Hill neighborhood,70587064,Dennis,,"Capitol Hill, Lincoln Park",38.89164,-76.99663,Entire home/apt,150,30,0,,,1,307,0,,
14086586,"Spacious studio apt, Super location, Parking",5816343,Lynn,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93321,-77.04689,Entire home/apt,92,2,207,9/6/2021,3.82,1,117,30,,4.94
14101888,Ingraham Alley Inn - A Quiet & Cozy Micro House,11585007,Mingo,,"Brightwood Park, Crestwood, Petworth",38.95417,-77.03262,Entire home/apt,70,1,234,9/7/2021,4.33,1,118,15,,4.89
14102863,Super Convenient and Cosy. Great location & price,51000921,Miya,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9154,-77.04758,Shared room,40,2,0,,,2,0,0,,
14108883,One Bedroom on Capitol Hill,82205301,Justin,,"Capitol Hill, Lincoln Park",38.88533,-77.00142,Entire home/apt,450,1,6,1/14/2017,0.1,1,0,0,,4.67
14117917,PRO CLEANED! Charming City Centered ~ Walk to Zoo!,46630199,Home Sweet City,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9248,-77.04301,Entire home/apt,87,2,97,8/29/2021,1.62,64,131,7,,4.73
14123351,1 Bedroom Home Logan Circle,85155061,Patricia,,"Shaw, Logan Circle",38.91348,-77.02906,Entire home/apt,187,3,9,4/16/2018,0.16,1,0,0,,5
14138644,Comfy cozy room close to H-street,38748968,Majwega,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90703,-76.98811,Entire home/apt,125,3,0,,,1,0,0,,
14147697,"Peaceful, Sunny Studio in Columbia Heights",85452910,Oliver,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93218,-77.03322,Entire home/apt,85,3,15,8/19/2019,0.39,1,0,0,,4.8
14148096,Chic and Stylish Apartment,75042,Johnnie,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90283,-77.01645,Entire home/apt,75,5,2,8/24/2017,0.04,2,0,0,,5
14167667,DC 1 Bedroom Apt,85732622,Tyler,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90399,-76.97229,Entire home/apt,90,1,0,,,1,0,0,,
14167983,Sunny studio apartment in historic Capitol Hill,39290691,Devi & Steve,,"Union Station, Stanton Park, Kingman Park",38.89334,-76.98983,Entire home/apt,90,2,103,9/29/2018,1.73,1,0,0,,4.93
14184210,Urban Oasis in the Heart of DC *Logan Circle*,183117,Kyla,,"Shaw, Logan Circle",38.90973,-77.02941,Entire home/apt,125,4,2,4/29/2017,0.03,1,0,0,,5
14201057,Modern Basement Apartment in Upper Georgetown,16206623,Jeff,,"Cathedral Heights, McLean Gardens, Glover Park",38.92259,-77.07299,Entire home/apt,95,3,32,5/25/2019,0.78,2,0,0,,4.77
14202103,Private room in Historic Anacostia Healing Center,51347929,H Alejaibra,,Historic Anacostia,38.86589,-76.98107,Private room,75,1,32,10/12/2019,1.08,1,179,0,,4.77
14202985,Sublet for August in Mount Pleasant group house,28610417,Malin,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9302,-77.03938,Private room,30,14,0,,,1,0,0,,
14213012,Cozy rowhouse on quiet street,1430490,Michael,,"Brightwood Park, Crestwood, Petworth",38.94005,-77.03458,Entire home/apt,125,2,4,11/12/2017,0.08,1,0,0,,4.75
14233774,Cozy 1BD apt steps away from metro with parking,64827706,Alper,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93514,-77.02648,Entire home/apt,85,30,302,8/29/2021,5.72,2,262,3,,4.82
14236545,Capitol Hill Private Bed Room,34308542,Daniel,,"Union Station, Stanton Park, Kingman Park",38.89727,-76.99952,Private room,60,1,158,9/22/2019,2.59,3,0,0,,4.4
14236814,"Corner studio, close to everything",32433619,Andrew,,"Dupont Circle, Connecticut Avenue/K Street",38.91522,-77.03883,Entire home/apt,100,1,0,,,1,0,0,,
14236884,Capitol Hill Private Bed Room 2 Beds,34308542,Daniel,,"Union Station, Stanton Park, Kingman Park",38.89711,-76.99929,Private room,60,1,151,8/16/2019,2.48,3,0,0,,4.42
14239874,2 levels 2 BR house addition 700 sq,86622081,Muhammad,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89468,-76.92133,Entire home/apt,85,2,208,1/26/2020,3.84,1,259,0,,4.59
14264684,Bloomingdale 800 sq ft apartment,86915512,Jean-Christophe,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91554,-77.01125,Entire home/apt,150,29,22,4/13/2020,0.42,1,104,0,,4.76
14267256,Comfy 1BD w/ Parking & Streetcar,15434892,Chelsea,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90028,-76.97633,Private room,108,2,12,7/24/2017,0.22,1,0,0,,4.82
14269695,1 Block from US Capitol-Private Master BR & Bath,19521188,Adrian,,"Capitol Hill, Lincoln Park",38.88378,-77.00645,Private room,195,3,0,,,2,365,0,,
14296429,Quiet Room in Vibrant Adams Morgan.,34544632,Eileen,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92304,-77.04637,Private room,45,2,103,9/9/2021,2.72,4,300,9,,4.71
14299799,Friendly home for your travel to DC,2409738,Olga,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96307,-77.00065,Private room,30,7,11,8/28/2018,0.29,1,0,0,,5
14309202,☆Great place to explore DC's culture/entertainment,46521595,Kerry Ann And Steve,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91963,-77.02885,Private room,45,1,376,3/14/2020,6.09,6,0,0,,4.89
14312770,Newly renovated home for rent in Bloomingdale,61334337,Austin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91306,-77.01444,Entire home/apt,200,3,39,1/23/2020,0.63,1,0,0,,5
14313672,Quiet room in perfect Petworth!,78321231,Hope,,"Brightwood Park, Crestwood, Petworth",38.95559,-77.01546,Private room,55,2,0,,,5,88,0,,
14317852,Jazz and Sunlight in Congress Heights,83873658,Rob,,"Congress Heights, Bellevue, Washington Highlands",38.84853,-77.00384,Entire home/apt,100,1,29,3/25/2018,0.48,1,0,0,,4.9
14319360,Sunny Apartment in A Great Neighborhood!,41286194,Lauren,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92821,-77.02881,Entire home/apt,90,2,5,7/4/2017,0.09,1,0,0,,5
14322493,"Location, location, location!",50159579,Jordan,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.931,-77.02966,Entire home/apt,69,1,162,5/28/2019,2.99,1,0,0,,4.6
14331755,Sunny spacious Capitol Hill apartment with bikes!,87724136,Jo,,"Capitol Hill, Lincoln Park",38.89035,-76.98675,Entire home/apt,219,3,15,7/5/2021,0.24,2,350,2,,4.85
14333797,Capitol Hill apartment: first floor living & bikes,87724136,Jo,,"Union Station, Stanton Park, Kingman Park",38.89209,-76.98517,Entire home/apt,199,4,35,9/14/2021,0.86,2,365,8,,4.8
14336449,Private Entrance to Charming Basement Bed + Bar,18731823,Cory,,"Brightwood Park, Crestwood, Petworth",38.94803,-77.02097,Entire home/apt,55,1,53,1/21/2019,0.88,1,0,0,,4.96
