id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating
3686,Vita's Hideaway,4645,Vita,,Historic Anacostia,38.86339,-76.98889,Private room,55,2,76,8/9/2021,0.86,1,274,4,,4.6
3943,Historic Rowhouse Near Monuments,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91195,-77.00456,Private room,71,2,434,9/11/2021,3.21,2,315,5,,4.81
4529,Bertina's  House Part One,5803,Bertina'S House,,"Eastland Gardens, Kenilworth",38.90585,-76.94469,Private room,54,30,102,7/5/2019,1.2,1,179,0,,4.66
4967,"DC, Near Metro",7086,Seveer,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91409,-76.99368,Private room,99,2,31,9/22/2016,0.27,3,123,0,,4.74
5589,Cozy apt in Adams Morgan,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91887,-77.04008,Entire home/apt,99,5,95,3/5/2020,0.7,2,153,0,,4.54
7103,"Best of Washington - Great neighborhood, parking",17633,Charlotte,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91988,-77.09796,Entire home/apt,68,6,91,8/28/2021,1.38,49,167,3,,4.8
9097,Adams Morgan Charm,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91966,-77.04306,Private room,42,2,112,10/30/2019,0.8,2,0,0,,4.86
9641,Sophisticated Logan Circle Loft,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.90927,-77.03471,Entire home/apt,195,2,156,9/7/2021,2.04,2,44,3,,4.75
11785,Sanctuary near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92622,-77.07591,Entire home/apt,125,1,403,8/1/2021,3.02,4,351,12,,4.59
12442,Peaches & Cream near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92744,-77.07496,Private room,60,1,100,6/13/2021,1.37,4,359,6,,4.68
13744,"Heart of the City -HalfBlock to METRO, Restaurants",53927,Victoria,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92836,-77.03136,Entire home/apt,125,4,28,8/25/2021,0.52,1,151,3,,4.89
14218,Quiet Comfort near Nat'l Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92668,-77.07686,Private room,61,1,95,8/1/2021,1.23,4,363,3,,4.66
14570,Downtown Spacious Bedroom & Private Bath,56646,Serge,,"Shaw, Logan Circle",38.90595,-77.02564,Private room,90,3,554,7/29/2019,3.98,1,39,0,,4.86
16684,Capitol Hill Guest Suite,64814,Matt+Jean,,"Union Station, Stanton Park, Kingman Park",38.89866,-77.00179,Entire home/apt,95,14,174,5/22/2021,1.75,1,322,4,,4.91
17131,The Loft near National Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92644,-77.07646,Private room,60,1,85,6/20/2021,1.02,4,285,3,,4.58
22453,Elegant Logan Circle Loft Share,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.90933,-77.03484,Shared room,90,2,102,7/14/2021,1.33,2,86,5,,4.8
24712,"Relaxing, Spacious, Private, Walkable in Petworth!",100727,Capital Vacation,,"Brightwood Park, Crestwood, Petworth",38.94771,-77.02368,Entire home/apt,225,4,132,9/8/2021,1.55,2,339,17,,4.24
25243,The Smithsonian Vacation House,104340,Wavely,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88107,-77.01891,Entire home/apt,379,1,26,6/14/2021,0.44,2,344,2,,4.62
32087,American Guest House - Room 301,138459,Lucia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91766,-77.04598,Private room,148,1,15,3/4/2020,0.18,12,323,0,,4.85
52092,People's Place 2- Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90879,-77.02403,Entire home/apt,62,10,187,8/31/2021,1.84,2,344,2,,4.34
54112,"Luxury DC Apt. Downtown, Logan Circle, 14th Street",253258,Daryl,,"Dupont Circle, Connecticut Avenue/K Street",38.91234,-77.03482,Entire home/apt,195,3,156,12/2/2020,2.14,1,347,2,,4.85
62122,"STUDIO SUITE IN THE TREE TOPS:ADAMS MORGAN,WOODLEY",301975,Sarah (And JT),,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92238,-77.04709,Private room,85,5,106,8/24/2021,1.32,1,263,5,,4.84
65024,"Nice looking large room on Rhodeisland avenue, nw",315148,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91717,-77.0085,Private room,35,5,9,8/20/2021,0.43,32,280,1,,4.56
67483,Charming B & B in Columbia Heights,332901,Chris And Shawanda,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.934628,-77.029839,Entire home/apt,99,30,156,6/30/2021,2.18,1,364,1,,4.48
72454,"Spacious, Relaxing, 4 Bd 3.5 Ba Home In Petworth!",100727,Capital Vacation,,"Brightwood Park, Crestwood, Petworth",38.94684,-77.02294,Entire home/apt,210,4,196,7/11/2021,3.29,2,330,30,,4.32
78264,Room for 2 with private bathroom,420345,Caterina & Francesco,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91573,-77.00721,Private room,66,1,35,9/14/2019,0.37,1,350,0,,4.69
79866,"DC, Near Metro III",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90493,-76.98643,Private room,99,2,10,8/27/2016,0.1,3,251,0,,4.89
79867,"DC, Near Metro II",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90618,-76.98498,Private room,99,2,10,9/30/2016,0.13,3,251,0,,4.9
93551,Upscale Master Close to Everything,481929,Chris,,"Shaw, Logan Circle",38.91235,-77.01873,Private room,80,3,99,9/25/2019,1.28,4,290,0,,4.73
107801,Heart of D.C. near Union Station!!,445901,DeeDee,,"Union Station, Stanton Park, Kingman Park",38.89768,-76.97113,Entire home/apt,140,2,13,8/9/2017,0.17,1,105,0,,4.7
116951,Upscale Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91702,-77.01617,Private room,67,10,80,10/4/2019,0.64,4,351,0,,4.66
150109,Great apartment in perfect location,723470,Steffanie,,"Dupont Circle, Connecticut Avenue/K Street",38.91525,-77.04001,Entire home/apt,135,5,30,1/23/2021,0.25,1,92,1,,4.82
153545,Guest Room 3 miles to the White House,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94286,-77.04417,Private room,59,30,37,8/14/2021,0.32,5,352,2,,4.62
155859,~Upper North West GuestNest DC,745305,Larry And Paulette,,"Takoma, Brightwood, Manor Park",38.96628,-77.0309,Private room,64,4,130,10/28/2019,1.93,2,66,0,,4.87
160148,"Dupont room; TemPurpedic bed, 3 min 2 metro",767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Private room,309,30,2,5/20/2015,0.02,5,365,0,,5
161913,X-tra large suite;3 min Wlk 2 Metro,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91296,-77.04639,Private room,99,30,5,8/10/2015,0.06,5,365,0,,4.6
161922,Dupont 2-level Apt in 4-story historic townhouse,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91296,-77.04639,Entire home/apt,149,60,1,5/13/2019,0.03,5,364,0,,5
164069,Historic Rowhouse Near Monuments 2,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91366,-77.00803,Private room,32,21,196,8/3/2021,1.74,2,108,1,,4.85
174808,Historic American Four Square,835242,Jeffrey,,Historic Anacostia,38.86432,-76.98749,Private room,75,2,37,8/31/2021,0.91,1,179,4,,4.92
175581,Entire 1BR Capitol Hill Apartment!,839218,Molly,,"Capitol Hill, Lincoln Park",38.87859,-76.98519,Entire home/apt,162,4,124,8/24/2019,1.14,1,0,0,,4.66
175608,People's Place  - Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90831,-77.02364,Entire home/apt,62,10,186,8/22/2021,2.6,2,364,3,,4.31
178395,"Spare Room for Washington,DC Visit or entire house",852801,Allison,,"Takoma, Brightwood, Manor Park",38.96234,-77.01735,Private room,399,1,0,,,2,365,0,,
195344,New Luxury Downtown Private Apt.,949856,Nat,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90007,-77.01605,Entire home/apt,149,2,388,9/11/2020,4.08,1,323,0,,4.68
196429,"Takoma Garden apt-Lush yard,pets ok",956417,Julia,,"Takoma, Brightwood, Manor Park",38.96923,-77.02041,Entire home/apt,125,2,6,9/30/2020,0.06,1,364,1,,4.25
198685,Large room in central location,966613,Robin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93404,-77.01488,Private room,45,1,133,6/5/2021,1.17,3,323,1,,4.72
201116,Victorian Haven - Private Basement!,983611,Reed,,"Takoma, Brightwood, Manor Park",38.97474,-77.01997,Entire home/apt,90,1,190,7/28/2021,1.88,1,347,21,,4.49
204741,1-Suburbia in the City--Best Value!!!,1005751,Denise,,"Congress Heights, Bellevue, Washington Highlands",38.82771,-76.99404,Private room,29,90,114,6/1/2020,1.04,2,0,0,,4.58
205809,Modern home NW DC steps from bus,1012315,Elizabeth,,"Brightwood Park, Crestwood, Petworth",38.9581,-77.02271,Entire home/apt,199,4,14,6/11/2019,5.19,1,341,1,,4.85
211986,xtra-large suite in Dupont-- 3 min walk to metro,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Private room,269,30,5,7/10/2015,0.06,5,365,0,,4.25
223203,ROOM FOR RENT IN A NICE AREA OF DC,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,6,8/23/2019,0.05,4,0,0,,5
223922,Private  Retreat. Apartment in DC,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94363,-77.04562,Entire home/apt,119,1,135,9/16/2021,1.21,5,0,15,,4.68
251611,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,1,3/10/2019,0.03,4,0,0,,5
251615,NICE HOUSE IN A VERY NICE NEIGHBORHOOD,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,5,5/24/2019,0.18,4,0,0,,4.8
251619,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,70,2,8,8/17/2019,0.08,4,0,0,,4.13
252300,"Private Bath, Metro, Capitol@3miles",1323933,Neida,,"Sheridan, Barry Farm, Buena Vista",38.85826,-76.98881,Private room,71,5,9,6/30/2021,0.11,2,352,1,,4.56
262629,Guest bedroom and private bath.,36646,Ellen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96703,-77.00426,Private room,58,30,34,6/26/2021,0.32,1,279,2,,4.88
284165,Entire Two Floor Carriage House,783034,Ethan,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91431,-77.01756,Entire home/apt,115,10,76,7/10/2021,0.9,2,17,7,,4.66
286083,Boutique penthouse near everything,62739,Amos,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93107,-77.03885,Entire home/apt,197,1,72,5/16/2021,0.62,1,362,2,,4.7
290001,Cozy Rowhouse Near Logan Circle,1505235,Jane,,"Shaw, Logan Circle",38.90968,-77.02747,Entire home/apt,180,2,137,7/17/2021,1.25,1,139,3,,4.81
296196,Charming Dupont English Basement,1528235,Frank,,"Dupont Circle, Connecticut Avenue/K Street",38.9146,-77.03602,Entire home/apt,149,3,59,2/16/2020,0.6,1,199,0,,4.93
298346,Sunny Spacious 1 Bdrm+Study Garden Apt,743745,Louisa,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.925,-77.10011,Entire home/apt,125,7,6,6/14/2021,0.11,1,0,4,,4.8
299030,Red Room - Washington 1-2/p Bedroom near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9806,-77.03084,Private room,85,1,19,6/30/2019,0.25,2,259,0,,4.87
303694,"Private DC Suite, Spacious + Modern",110003,Nick And Lylie,,"Brightwood Park, Crestwood, Petworth",38.94226,-77.01665,Entire home/apt,84,3,140,10/28/2019,1.3,1,0,0,,4.86
303723,"Modern Private English Unit, Great Location",1563230,Gennet,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91662,-77.02539,Entire home/apt,130,2,173,3/12/2020,2.71,1,0,0,,4.78
305783,Hb baño privado 3mi Capitol y metro,1323933,Neida,,"Sheridan, Barry Farm, Buena Vista",38.8562,-76.98741,Private room,72,7,2,8/25/2018,0.02,2,365,0,,4
306465,Dupont Apt w/character;3-min walk metro!,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Entire home/apt,104,60,15,4/6/2019,0.13,5,170,0,,4.71
313405,Blue Room - Washington 1-2p Bedroom Near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.98052,-77.02992,Private room,80,1,7,7/2/2019,0.06,2,260,0,,4.33
315140,Penn Quarter Studio Apartment,1618591,Tolu,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89792,-77.0225,Entire home/apt,180,5,17,5/31/2021,0.16,2,189,2,,4.81
322610,Capitol Hill - Union Station,1651634,Lois,,"Union Station, Stanton Park, Kingman Park",38.89994,-77.00106,Entire home/apt,125,5,0,,,2,365,0,,
322611,"Capitol Hill, Union Station-huge",1651634,Lois,,"Union Station, Stanton Park, Kingman Park",38.89966,-76.99946,Entire home/apt,129,30,1,9/20/2019,0.04,2,364,0,,0
326938,Georgetown's Chateau Bleu - Prv Rm1,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91642,-77.0706,Private room,139,3,23,6/12/2019,0.23,4,365,0,,4.78
339208,METRO ACCESSIBLE TWO BEDROOM APT,1722407,Wayne,,"Capitol View, Marshall Heights, Benning Heights",38.89094,-76.93638,Entire home/apt,75,4,123,7/4/2021,1.2,1,339,7,,4.72
355527,Steps for US Capitol .. Library of Congress,1096793,Marina,,"Capitol Hill, Lincoln Park",38.88513,-77.00384,Entire home/apt,149,2,134,8/11/2021,1.21,1,107,2,,4.76
382111,Capitol Hill Historic District Apt!,1907809,Micha,,"Capitol Hill, Lincoln Park",38.89,-76.99466,Entire home/apt,150,3,250,8/23/2021,2.52,1,0,12,,4.8
407014,"DC Apartment near White House, Mall",29711,The Remuzzi Brothers,,"Shaw, Logan Circle",38.911,-77.02074,Entire home/apt,111,2,424,8/14/2021,4.16,1,259,17,,4.61
409582,1-br Capitol Hill apartment (Eastern Market),2038963,Kelly,,"Capitol Hill, Lincoln Park",38.88306,-76.99497,Entire home/apt,60,3,527,8/15/2021,4.77,1,60,11,,4.87
427825,Bloomingdale Victorian Row-house,1618591,Tolu,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92006,-77.01438,Entire home/apt,110,10,19,8/14/2021,0.33,2,124,2,,4.58
437005,"The Buddha behind the ""Blue Door""",2170422,Greta,,Historic Anacostia,38.86124,-76.98865,Private room,60,2,104,9/6/2021,1.42,2,334,1,,4.85
446147,2 Level Modern Condo in City Center,2215579,Vijay,,"Shaw, Logan Circle",38.9059,-77.0292,Entire home/apt,99,150,0,,,1,17,0,,
453159,1 block to metro-Capitol Hill Garden flat,40168,Crystal,,"Capitol Hill, Lincoln Park",38.87772,-76.985,Entire home/apt,161,4,295,9/5/2021,3.14,1,267,16,,4.9
453315,Efficiency suite in Capitol Hill,2252538,Adam And Jen,,"Union Station, Stanton Park, Kingman Park",38.89538,-76.98648,Entire home/apt,104,2,834,8/30/2021,7.62,1,355,4,,4.88
501809,Upstair Private Close to Everything,481929,Chris,,"Shaw, Logan Circle",38.91255,-77.01999,Private room,73,2,31,9/20/2020,0.31,4,350,1,,4.9
525672,Capitol Hill walk to US Capitol & 1 blk to Metro,2583808,Desiree,,"Capitol Hill, Lincoln Park",38.88183,-76.98911,Entire home/apt,129,2,253,7/11/2021,2.61,2,1,37,,4.86
542144,Ground floor apartment by Eastern Market metro,2666087,Rhea,,"Capitol Hill, Lincoln Park",38.88745,-76.99293,Entire home/apt,145,1,29,7/24/2020,0.31,1,0,0,,4.89
556729,Large sunny BR close to downtown,966613,Robin,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92991,-77.01911,Private room,50,1,130,5/25/2021,1.52,3,334,1,,4.46
560341,Business Economy Room-DC Best Value,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94314,-77.04345,Private room,59,30,22,5/8/2014,0.22,5,259,0,,4.72
561697,Spacious Downtown DC Apartment,2761762,Russell,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91101,-77.00776,Entire home/apt,69,2,324,4/20/2021,3.16,2,9,12,,4.77
563607,Boutique Dupont Apartment with in unit W/D,2771266,Shafiq,,"Dupont Circle, Connecticut Avenue/K Street",38.91564,-77.03796,Entire home/apt,65,1,6,5/19/2021,0.09,1,0,5,,4.83
583236,Grand House in the Heart of Washington DC,345318,Joi,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93487,-77.0647,Entire home/apt,646,5,18,12/30/2019,0.48,1,15,0,,4.81
594394,Lovely upstairs room in Georgetown!,2935817,Kirby,,"Georgetown, Burleith/Hillandale",38.91391,-77.07467,Private room,65,120,36,5/19/2018,0.47,3,365,0,,4.64
610655,Beautiful Condo In NW Washington DC,3027744,Deon,,"Brightwood Park, Crestwood, Petworth",38.95792,-77.02189,Entire home/apt,89,2,155,4/18/2019,1.49,1,0,0,,4.59
626868,"Cooper Circle Apt.  Walk to Metro, Shaw, U St.",3111772,Austin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91492,-77.01724,Entire home/apt,95,2,98,8/15/2021,1.49,4,343,13,,4.6
627758,Georgetown's Chateau Bleu - 2lv hse,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.9164,-77.06898,Entire home/apt,299,3,11,10/30/2018,0.11,4,365,0,,4.55
630062,"Large House, Parking, Walk to Metro",3111772,Austin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91465,-77.01667,Entire home/apt,320,2,79,8/30/2021,1.57,4,321,2,,4.73
638604,Georgetown's Chateau Bleu - BsmtApt,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91498,-77.07086,Entire home/apt,159,3,5,6/26/2016,0.06,4,365,0,,3.4
647080,Row House Near Capitol on Maryland Avenue,3221627,Drury,,"Union Station, Stanton Park, Kingman Park",38.89248,-77.00283,Entire home/apt,300,4,78,8/8/2021,0.77,2,155,4,,4.93
654835,Georgetown's Chateau Bleu - Prv Rm2,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91638,-77.07053,Private room,139,3,10,7/29/2018,0.25,4,365,0,,4.56
660514,"Master Suite- Private Deck, Whirlpool bath",2231801,Juanita,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92544,-77.02738,Private room,45,30,5,4/19/2019,0.15,2,143,0,,4
669941,"Adorable, Spacious, Steps to Metro",3393172,Roya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92934,-77.03088,Entire home/apt,81,28,243,1/17/2021,2.43,2,0,2,,4.83
688914,Master BR and Bath in Sunny TH,3517743,Kanita,,"Douglas, Shipley Terrace",38.85045,-76.97992,Private room,150,2,4,4/30/2021,0.15,5,281,3,,5
694383,Beautiful apart_ Cathedral area,1730861,Frances,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.9289,-77.08415,Entire home/apt,135,2,4,8/20/2013,0.04,1,1,0,,4.5
713529,03. The perfect Baseball fans hangout,3672670,Dennis,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87182,-77.01231,Private room,70,1,554,9/13/2021,5.89,15,173,34,,4.31
722114,Cool Columbia Heights Garden Apt.,1565502,Joel,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9237,-77.0271,Entire home/apt,97,5,496,9/2/2021,5.84,1,0,13,,4.79
748316,Cozy Cabin in the City on Cap Hill,1399272,Ken,,"Union Station, Stanton Park, Kingman Park",38.89532,-76.98873,Entire home/apt,125,2,666,8/15/2021,6.48,1,303,8,,4.86
763569,Romantic Studio in Perfect Location,738459,Natasha,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93624,-77.05813,Entire home/apt,70,90,17,3/22/2020,0.29,5,286,0,,4.81
782970,PRO CLEANED! 1 bedroom apt in historic Mt Pleasant,3300249,Banafsheh,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93432,-77.0418,Entire home/apt,130,5,6,11/1/2019,0.1,1,0,0,,4.8
800076,Cozy English Basement with Private Patio,3885360,Too,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91545,-77.0305,Entire home/apt,116,1,186,8/30/2021,1.89,1,355,11,,4.77
808830,Cozy comfort and convenience in DC,3765717,Jane,,"Cathedral Heights, McLean Gardens, Glover Park",38.92087,-77.07631,Private room,110,1,335,8/30/2021,3.39,1,344,5,,4.88
820108,Elegant 1BR 6mins From Whitehouse,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92747,-77.03845,Entire home/apt,195,60,47,8/6/2017,0.5,5,0,0,,4.47
825969,3 BR/2.5BA House near US Capitol,5795,Gracia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91424,-77.00026,Entire home/apt,500,2,10,4/23/2018,0.16,2,364,0,,4.56
826087,2BR basement Apt near Union Station,5795,Gracia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91344,-77.00065,Entire home/apt,52,2,274,8/15/2021,3.56,2,174,16,,4.23
828497,"Private floor or whole house, free pkg, Metro",3825475,Sheri,,"Friendship Heights, American University Park, Tenleytown",38.94291,-77.07173,Private room,150,3,82,8/26/2021,10.38,1,113,5,,4.88
841234,"Lovely room on 2nd street, nw dc",315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91767,-77.01549,Private room,35,28,15,7/3/2021,0.25,32,351,2,,4.2
841260,Metro Style Living in Washington DC,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93741,-77.02488,Private room,39,28,14,4/24/2021,0.21,32,72,2,,4.43
842418,Luxury Penthouse in the heart of DC!,2236092,Kristi,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89918,-77.01643,Entire home/apt,195,3,47,8/29/2021,0.44,1,52,11,,4.78
851813,1 Br 1.5 bathroom on Capitol Hill,4447146,Kelli,,"Capitol Hill, Lincoln Park",38.88314,-76.98304,Entire home/apt,115,5,31,12/23/2015,0.3,1,145,0,,4.83
860336,Luxury Spacious Master Suite RoofDeck in Dupont,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90826,-77.0467,Private room,77,1,409,9/13/2021,4.06,4,151,6,,4.73
860776,Gorgeous cozy room available in the heart of DC,315148,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91912,-77.01369,Private room,28,28,15,9/4/2021,1.03,32,315,2,,4.69
861775,Private BR Shared Bath Sunny TH - B,3517743,Kanita,,"Douglas, Shipley Terrace",38.8491,-76.97982,Private room,65,2,19,11/7/2019,0.77,5,287,0,,4.79
865732,Gorgeous Inauguration Rental,57867,Summer,,"Capitol Hill, Lincoln Park",38.89149,-76.98959,Entire home/apt,2000,4,0,,,1,365,0,,
871825,Prime location on Capitol Hill,4597024,Rich And Betsy,,"Capitol Hill, Lincoln Park",38.88471,-77.00295,Entire home/apt,120,3,18,6/28/2021,0.2,1,78,3,,4.83
873182,Spacious English Basement Apt w/ Natural Sunlight!,4608059,Joy,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95345,-76.99504,Entire home/apt,100,1,31,8/10/2021,1.42,1,261,4,,4.67
883653,Green Historic Mt. Pleasant House,1541121,Asa & Andrea,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9356,-77.04468,Entire home/apt,300,3,30,8/28/2021,0.34,1,0,4,,4.89
886283,Tenleytown/AU Park Basement Apt.,4698675,Katy,,"Friendship Heights, American University Park, Tenleytown",38.94663,-77.09255,Entire home/apt,100,30,52,3/31/2021,0.96,1,152,2,,4.63
887461,Cozy room right next to the petworth metro station,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93788,-77.02313,Private room,39,28,12,3/29/2021,0.16,32,343,2,,4.25
888029,PERFECT ROOM FOR INTERNS OR STUDENTS,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93656,-77.02377,Private room,35,28,12,10/16/2020,0.15,32,109,1,,4.4
889302,Sanctuary in the Capital,4717941,Joe,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91902,-77.04261,Entire home/apt,99,2,108,8/23/2021,1.1,1,0,11,,4.73
891852,"The Rock Creek Cozy, One Bedroom",116599,Sahr,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93689,-77.02062,Entire home/apt,164,4,59,6/27/2021,0.64,1,365,1,,4.5
892183,SPECTACULAR VICTORIAN HOME IN LOGAN CIRCLE!,4280278,Sara,,"Shaw, Logan Circle",38.90746,-77.02716,Entire home/apt,500,3,176,8/30/2021,3.34,4,311,9,,4.61
893529,Chic and in the City Room,4752493,Kristie,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91223,-77.01067,Private room,350,1,1,6/15/2013,0.01,1,365,0,,0
898543,welcome to foggy bottom - on metro!,4795247,Diana,,"West End, Foggy Bottom, GWU",38.89961,-77.05293,Entire home/apt,210,5,164,8/26/2021,2.21,3,235,6,,4.91
898544,welcome to the heart of washington,4795247,Diana,,"West End, Foggy Bottom, GWU",38.89879,-77.05287,Entire home/apt,188,3,116,8/28/2021,2.05,3,284,14,,4.91
900225,The MONROE: 2 bdrm house BROOKLAND Arts District,3725621,Rosie & Donald,,"Brookland, Brentwood, Langdon",38.93268,-76.98863,Entire home/apt,100,3,39,8/28/2021,1.02,3,35,12,,4.7
902573,Primo Live-In Office Near Downtown,481929,Chris,,"Shaw, Logan Circle",38.91066,-77.02191,Private room,72,5,23,11/16/2016,0.38,4,345,0,,4.74
945426,1BR Suite in the Heart of Things,5121445,Rose,,"Friendship Heights, American University Park, Tenleytown",38.9604,-77.08253,Private room,92,2,339,8/8/2021,4.31,1,347,19,,4.96
953928,Furnished English Basement - D.C.,5166150,A.J.,,"Takoma, Brightwood, Manor Park",38.9654,-77.02843,Entire home/apt,50,14,5,12/24/2017,0.05,1,335,0,,5
997859,Upscale+DuPont+PRIVATE Entry+KING+DRIVEWAY Option!,1662757,Gloria,,"Dupont Circle, Connecticut Avenue/K Street",38.91315,-77.04173,Entire home/apt,263,2,78,8/11/2021,0.9,4,319,11,,4.81
1003792,SPECTACULAR HOME CAPITOL HILL!,4280278,Sara,,"Union Station, Stanton Park, Kingman Park",38.89424,-76.98891,Entire home/apt,500,30,55,10/28/2019,0.83,4,164,0,,4.43
1011352,Dupont Row-House Apt. 3 Min. Walk To Dupont Metro!,505796,Sunshine,,"Dupont Circle, Connecticut Avenue/K Street",38.91104,-77.03763,Entire home/apt,75,30,69,4/14/2021,0.87,2,309,3,,4.21
1026034,Perfect studio in VERY central DC - renovated!,2070536,Joel,,"Shaw, Logan Circle",38.90902,-77.03318,Entire home/apt,117,2,331,7/24/2021,3.34,1,330,17,,4.93
